product_id,store_code,store_name,product_name,sku,niche_term,product_category,regular_price,sale_price,discount_amount,discount_percentage
8990,"NEB","Nebula","Polera ELITE - Roja","ELTD1CRTL","Élite","Adult","170.00","119.99","50.01","29.42"
9020,"NEB","Nebula","Polera ELITE - Negra","ELTD1CNTXS","Élite","Adult","170.00","119.99","50.01","29.42"
9048,"NEB","Nebula","Polera #narcobarbie - Blanca","ELTD2CBTXS","Élite","Adult","180.00","129.99","50.01","27.78"
9066,"NEB","Nebula","Polera Las Encinas International School - Azul Marino","ELTD3CAZMTXS","Élite","Adult","190.00","137.00","53.00","27.89"
9416,"RBN","Rabbona","Polera Casual Barcelona - Azul con Descuento","BCND1CAZTM","Élite","Women","180.00","89.99","90.01","50.01"
9445,"RBN","Rabbona","Polera Mes Que Un Club - Azul con Descuento","BCND2CAZTM","Élite","Women","190.00","95.00","95.00","50.00"
9445,"RBN","Rabbona","Polera Mes Que Un Club - Azul con Descuento","BCND2CAZTXL","Élite","Women","190.00","95.00","95.00","50.00"
9445,"RBN","Rabbona","Polera Mes Que Un Club - Azul con Descuento","BCND2CAZT3XL","Élite","Women","190.00","95.00","95.00","50.00"
9445,"RBN","Rabbona","Polera Mes Que Un Club - Azul con Descuento","BCND2CAZT2XL","Élite","Women","190.00","95.00","95.00","50.00"
9445,"RBN","Rabbona","Polera Mes Que Un Club - Azul con Descuento","BCND2CAZTL","Élite","Women","190.00","95.00","95.00","50.00"
10075,"VIC","Victus","Polera Scuderia Ferrari 55 - Mujer","F1D9CNTML","Dr. Strange","Adult","200.00","149.99","50.01","25.01"
10075,"VIC","Victus","Polera Scuderia Ferrari 55 - Mujer","F1D9CBTML","Dr. Strange","Adult","200.00","149.99","50.01","25.01"
10075,"VIC","Victus","Polera Scuderia Ferrari 55 - Mujer","F1D9CBTMM","Dr. Strange","Adult","200.00","149.99","50.01","25.01"
10075,"VIC","Victus","Polera Scuderia Ferrari 55 - Mujer","F1D9CNTMM","Dr. Strange","Adult","200.00","149.99","50.01","25.01"
10075,"VIC","Victus","Polera Scuderia Ferrari 55 - Mujer","F1D9CNTMXS","Dr. Strange","Adult","200.00","149.99","50.01","25.01"
10146,"VIC","Victus","Polera SF - Mujer","F1D11CBTMM","Dr. Strange","Women","180.00","127.00","53.00","29.44"
10146,"VIC","Victus","Polera SF - Mujer","F1D11CNTMM","Dr. Strange","Women","180.00","127.00","53.00","29.44"
10219,"NEB","Nebula","Polera Dr Strange Eyes","NBL-DRS-D3-CN-T2XL","Dr. Strange","Adult","180.00","127.00","53.00","29.44"
10243,"NEB","Nebula","Polera Dr Strange Eyes - Mujer","DRSD3CRSTMS","Dr. Strange","Women","180.00","137.00","43.00","23.89"
10267,"VIC","Victus","Gorra Camionera Mono Ferrari - Blanca","F1G1D8CBB","Dr. Strange","Adult","90.00","59.99","30.01","33.34"
10346,"NEB","Nebula","Polera Doctor Strange 1963","NBL-DRS-D4-CN-T2XL","Dr. Strange","Adult","190.00","139.99","50.01","26.32"
10346,"NEB","Nebula","Polera Doctor Strange 1963","NBL-DRS-D4-CAZM-T3XL","Dr. Strange","Adult","190.00","139.99","50.01","26.32"
10346,"NEB","Nebula","Polera Doctor Strange 1963","NBL-DRS-D4-CAZM-TL","Dr. Strange","Adult","190.00","139.99","50.01","26.32"
10390,"NEB","Nebula","Polera Doctor Strange 1963 - Niño","DRSD4CBT14","Dr. Strange","Kids","160.00","125.00","35.00","21.88"
10653,"NEB","Nebula","Gorra Camionera Marvel - Roja","DRSG1D1CR","Dr. Strange","Adult","100.00","69.99","30.01","30.01"
10655,"NEB","Nebula","Gorra Camionera Marvel - Negra","DRSG1D1CNN","Dr. Strange","Adult","100.00","69.99","30.01","30.01"
10753,"NEB","Nebula","Polera Harry's House You Are Home","HSD1CNTM","Harry Styles","Adult","180.00","129.99","50.01","27.78"
10797,"VIC","Victus","Gorra Camionera Roland Garros - Niño","TNG2D4CBB","Harry Styles","Music","100.00","69.99","30.01","30.01"
10811,"NEB","Nebula","Polera Harry's House","HSD2CNTXS","Harry Styles","Adult","170.00","125.00","45.00","26.47"
10811,"NEB","Nebula","Polera Harry's House","HSD2CNTM","Harry Styles","Adult","170.00","125.00","45.00","26.47"
10811,"NEB","Nebula","Polera Harry's House","HSD2CNTS","Harry Styles","Adult","170.00","125.00","45.00","26.47"
10869,"NEB","Nebula","Polera As It Was Phone","HSD3CNTM","Harry Styles","Adult","190.00","139.99","50.01","26.32"
10869,"NEB","Nebula","Polera As It Was Phone","HSD3CBTM","Harry Styles","Adult","190.00","139.99","50.01","26.32"
10869,"NEB","Nebula","Polera As It Was Phone","HSD3CNTS","Harry Styles","Adult","190.00","139.99","50.01","26.32"
10892,"NEB","Nebula","Polera As It Was Phone - Mujer","HSD3CNTMXL","Harry Styles","Women","190.00","139.99","50.01","26.32"
10892,"NEB","Nebula","Polera As It Was Phone - Mujer","HSD3CNTMS","Harry Styles","Women","190.00","139.99","50.01","26.32"
11072,"NEB","Nebula","Polera Stranger Things","STD1CNTM","Netflix","Adult","180.00","139.99","40.01","22.23"
11096,"NEB","Nebula","Gorra Camionera Stranger Things","NBL-ST-G1-D1-CNN","Stranger Things","Adult","100.00","69.99","30.01","30.01"
11096,"NEB","Nebula","Gorra Camionera Stranger Things","NBL-ST-G1-D1-CR","Stranger Things","Adult","100.00","69.99","30.01","30.01"
11129,"NEB","Nebula","Gorra Camionera Stranger Things - Negra","STG1D1CNN","Netflix","Adult","100.00","69.99","30.01","30.01"
11131,"NEB","Nebula","Polera Stranger Things - Mujer","STD1CNTML","Netflix","Women","180.00","139.99","40.01","22.23"
11194,"NEB","Nebula","Polera Stuck In The Upside Down - Mujer","STD2CBTMM","Netflix","Women","190.00","137.00","53.00","27.89"
11235,"NEB","Nebula","Polera Hawkins 1983","STD3CNTL","Netflix","Adult","180.00","129.99","50.01","27.78"
11363,"NEB","Nebula","Polera ELEVEN","STD5CBT2XL","Netflix","Adult","170.00","119.99","50.01","29.42"
11449,"NEB","Nebula","Polera 011 - Mujer","STD6CNTMS","Netflix","Women","190.00","139.99","50.01","26.32"
11489,"NEB","Nebula","Polera Should I Stay or Should I Go","STD7CRTM","Netflix","Adult","170.00","125.00","45.00","26.47"
11489,"NEB","Nebula","Polera Should I Stay or Should I Go","STD7CRT2XL","Netflix","Adult","170.00","125.00","45.00","26.47"
11552,"NEB","Nebula","Polera ABC Lights","STD8CNTS","Netflix","Adult","200.00","149.99","50.01","25.01"
11552,"NEB","Nebula","Polera ABC Lights","STD8CNTL","Netflix","Adult","200.00","149.99","50.01","25.01"
11638,"NEB","Nebula","Polera Harry's Love On Tour","HSD4CNT2XL","Harry Styles","Adult","180.00","129.99","50.01","27.78"
11638,"NEB","Nebula","Polera Harry's Love On Tour","HSD4CNTM","Harry Styles","Adult","180.00","129.99","50.01","27.78"
11638,"NEB","Nebula","Polera Harry's Love On Tour","HSD4CNTS","Harry Styles","Adult","180.00","129.99","50.01","27.78"
11784,"NEB","Nebula","Polera In This World - Mujer","HSD6CBTML","Harry Styles","Women","200.00","119.99","80.01","40.01"
11784,"NEB","Nebula","Polera In This World - Mujer","HSD6CBTMM","Harry Styles","Women","200.00","119.99","80.01","40.01"
11784,"NEB","Nebula","Polera In This World - Mujer","HSD6CBTMS","Harry Styles","Women","200.00","119.99","80.01","40.01"
11794,"NEB","Nebula","Polera In This World","HSD6CBTM","Harry Styles","Adult","200.00","119.99","80.01","40.01"
11860,"NEB","Nebula","Gorra Camionera Harry Is My Friend","HSG1D1CNN","Harry Styles","Adult","100.00","69.99","30.01","30.01"
11927,"NEB","Nebula","Polera Permission To Dance","BTSD3CNT2XL","BTS","Adult","190.00","89.99","100.01","52.64"
11954,"NEB","Nebula","Polera BTS - Mujer","BTSD1CBTML","BTS","Women","180.00","115.00","65.00","36.11"
11972,"NEB","Nebula","Polera Permission To Dance - Mujer","BTSD3CNTMS","BTS","Women","190.00","139.99","50.01","26.32"
11980,"NEB","Nebula","Polera PTD - Mujer","BTSD4CNTML","BTS","Women","200.00","147.00","53.00","26.50"
12055,"NEB","Nebula","Gorra Camionera BTS","BTSG1D1CNN","BTS","Adult","100.00","69.99","30.01","30.01"
12060,"NEB","Nebula","Gorra Camionera PROOF","BTSG1D2CNN","BTS","Adult","100.00","69.99","30.01","30.01"
12314,"NEB","Nebula","Sudadera PTD","BTSSD4CNT3XL","BTS","Adult","270.00","219.99","50.01","18.52"
12447,"NEB","Nebula","Sudadera Harry's House You Are Home","HSSD1CNTM","Harry Styles","Adult","250.00","199.99","50.01","20.00"
12556,"VIC","Victus","Canguro McLaren F1 Team","F1CG6CBTXL","BTS","Adult","300.00","245.00","55.00","18.33"
12697,"NEB","Nebula","Manga Larga Stranger Things","STML1CNTS","Stranger Things","Adult","210.00","159.99","50.01","23.81"
12697,"NEB","Nebula","Manga Larga Stranger Things","STML1CNTM","Stranger Things","Adult","210.00","159.99","50.01","23.81"
12810,"NEB","Nebula","Manga Larga ABC Lights","STML8CNTS","Stranger Things","Adult","230.00","185.00","45.00","19.57"
13061,"NEB","Nebula","Sudadera Stranger Things","STSD1CNT2XL","Stranger Things","Adult","250.00","199.99","50.01","20.00"
13077,"NEB","Nebula","Canguro Stranger Things","STCG1CNT2XL","Stranger Things","Adult","290.00","149.99","140.01","48.28"
13077,"NEB","Nebula","Canguro Stranger Things","STCG1CNTL","Stranger Things","Adult","290.00","149.99","140.01","48.28"
13127,"NEB","Nebula","Sudadera Hawkins 1983","STSD3CBTS","Stranger Things","Adult","250.00","199.99","50.01","20.00"
13127,"NEB","Nebula","Sudadera Hawkins 1983","STSD3CBTM","Stranger Things","Adult","250.00","199.99","50.01","20.00"
13127,"NEB","Nebula","Sudadera Hawkins 1983","STSD3CBTXS","Stranger Things","Adult","250.00","199.99","50.01","20.00"
13842,"NEB","Nebula","Polera Ojo Minion - Mujer","MIND2CAMTMS","minions","Women","170.00","119.99","50.01","29.42"
13882,"NEB","Nebula","Polera Banana","MIND3CNT3XL","minions","Adult","190.00","95.00","95.00","50.00"
13905,"NEB","Nebula","Polera Banana - Mujer","MIND3CBTMM","minions","Women","190.00","139.99","50.01","26.32"
13905,"NEB","Nebula","Polera Banana - Mujer","MIND3CBTMXL","minions","Women","190.00","139.99","50.01","26.32"
14016,"NEB","Nebula","Polera Yellow Bello - Mujer","MIND4CAMTML","minions","Women","200.00","149.99","50.01","25.01"
14116,"NEB","Nebula","Polera Tulepera con la Papaya","MIND5CNTXL","minions","Adult","180.00","89.99","90.01","50.01"
14116,"NEB","Nebula","Polera Tulepera con la Papaya","MIND5CNTL","minions","Adult","180.00","89.99","90.01","50.01"
14116,"NEB","Nebula","Polera Tulepera con la Papaya","MIND5CNTM","minions","Adult","180.00","89.99","90.01","50.01"
14159,"NEB","Nebula","Polera Tulepera con la Papaya - Niño","MIND5CNT8","minions","Kids","150.00","119.99","30.01","20.01"
14179,"NEB","Nebula","Manga Larga Tulepera con la Papaya","MINML5CNTS","minions","Adult","220.00","169.99","50.01","22.73"
14195,"NEB","Nebula","Sudadera Tulepera con la Papaya","MINSD5CNT2XL","minions","Adult","260.00","215.00","45.00","17.31"
14408,"NEB","Nebula","Gorra Camionera Minions","MING1D1CBB","minions","Adult","100.00","69.99","30.01","30.01"
14408,"NEB","Nebula","Gorra Camionera Minions","MING1D1CNN","minions","Adult","100.00","69.99","30.01","30.01"
14565,"NEB","Nebula","Polera Hellfire Club","STD9CBTM","Netflix","Adult","200.00","149.99","50.01","25.01"
14565,"NEB","Nebula","Polera Hellfire Club","STD9CBT2XL","Netflix","Adult","200.00","149.99","50.01","25.01"
14574,"NEB","Nebula","Polera Hellfire Club - Mujer","STD9CBTMM","Netflix","Women","200.00","149.99","50.01","25.01"
14574,"NEB","Nebula","Polera Hellfire Club - Mujer","STD9CBTMS","Netflix","Women","200.00","149.99","50.01","25.01"
14574,"NEB","Nebula","Polera Hellfire Club - Mujer","STD9CBTML","Netflix","Women","200.00","149.99","50.01","25.01"
14582,"NEB","Nebula","Polera Hellfire Club - Niño","STD9CBT14","Netflix","Kids","170.00","135.00","35.00","20.59"
14582,"NEB","Nebula","Polera Hellfire Club - Niño","STD9CBT10","Netflix","Kids","170.00","135.00","35.00","20.59"
14591,"NEB","Nebula","Manga Larga Hellfire Club","STML9CBTXL","Netflix","Adult","230.00","179.99","50.01","21.74"
14657,"RBN","Rabbona","Gorra Camionera Real Madrid RMCF- Blanca Completa para Niño","RMG2D2CBB","Netflix","Women","90.00","59.99","30.01","33.34"
14748,"NEB","Nebula","PopSocket 011","STPS1D2","Netflix","Popsocket","50.00","29.99","20.01","40.02"
14750,"NEB","Nebula","PopSocket ABC Lights","STPS1D3","Netflix","Popsocket","50.00","29.99","20.01","40.02"
14797,"NEB","Nebula","Taza Stranger Things","STT1D1","Stranger Things","TV & Movies","60.00","39.99","20.01","33.35"
14917,"NEB","Nebula","Polera Tomorrowland","TLD1CNTL","EDM","Adult","200.00","147.00","53.00","26.50"
15197,"PA","Pasion Albiverde (Store)",,"T2-CB","Oriente Petrolero","Adult","39.99",,"0.00",
15418,"NEB","Nebula","Polera Martin Garrix","TLD9CNTM","EDM","Adult","190.00","137.00","53.00","27.89"
15564,"VIC","Victus","Gorra Camionera Red Bull Racing - Blanca","F1G1D9CBB","EDM","Adult","100.00","69.99","30.01","30.01"
15575,"VIC","Victus","Gorra Camionera Mercedes-AMG - Negra","F1G1D10CNN","EDM","Adult","100.00","69.99","30.01","30.01"
15931,"NEB","Nebula","Gorra Camionera Tomorrowland","TLG1D1CNN","EDM","Adult","100.00","69.99","30.01","30.01"
15938,"VIC","Victus","Taza Formula 1","F1T1D12","EDM","Adult","60.00","39.99","20.01","33.35"
15954,"PA","Pasion Albiverde (Store)",,"D8CNTL","Oriente Petrolero","Adult","130.00","49.99","80.01","61.55"
15954,"PA","Pasion Albiverde (Store)",,"D8CNTM","Oriente Petrolero","Adult","130.00","49.99","80.01","61.55"
15954,"PA","Pasion Albiverde (Store)",,"D8CNTS","Oriente Petrolero","Adult","130.00","49.99","80.01","61.55"
15954,"PA","Pasion Albiverde (Store)",,"D8CNTXL","Oriente Petrolero","Adult","130.00","49.99","80.01","61.55"
15961,"PA","Pasion Albiverde (Store)",,"PA-D8-CG-TM","Oriente Petrolero","Adult","130.00","109.99","20.01","15.39"
15961,"PA","Pasion Albiverde (Store)",,"PA-D8-CG-TL","Oriente Petrolero","Adult","130.00","109.99","20.01","15.39"
15961,"PA","Pasion Albiverde (Store)",,"PA-D8-CG-TXL","Oriente Petrolero","Adult","130.00","109.99","20.01","15.39"
15969,"PA","Pasion Albiverde (Store)",,"PA-D9-CN-TM","Oriente Petrolero","Adult","120.00","99.99","20.01","16.68"
15969,"PA","Pasion Albiverde (Store)",,"PA-D9-CN-TS","Oriente Petrolero","Adult","120.00","99.99","20.01","16.68"
15969,"PA","Pasion Albiverde (Store)",,"PA-D9-CN-TXL","Oriente Petrolero","Adult","120.00","99.99","20.01","16.68"
15969,"PA","Pasion Albiverde (Store)",,"PA-D9-CN-TL","Oriente Petrolero","Adult","120.00","99.99","20.01","16.68"
15969,"PA","Pasion Albiverde (Store)",,"PA-D9-CN-T2XL","Oriente Petrolero","Adult","120.00","99.99","20.01","16.68"
16661,"NEB","Nebula","Polera Heisenberg","BBD1CBTXL","Breaking Bad Universe","Adult","180.00","129.99","50.01","27.78"
16661,"NEB","Nebula","Polera Heisenberg","BBD1CBT2XL","Breaking Bad Universe","Adult","180.00","129.99","50.01","27.78"
16746,"NEB","Nebula","Polera Walter White","BBD2CNTXL","Breaking Bad Universe","Uncategorized","180.00","129.99","50.01","27.78"
16746,"NEB","Nebula","Polera Walter White","BBD2CNTL","Breaking Bad Universe","Uncategorized","180.00","129.99","50.01","27.78"
16746,"NEB","Nebula","Polera Walter White","BBD2CNT2XL","Breaking Bad Universe","Uncategorized","180.00","129.99","50.01","27.78"
16755,"NEB","Nebula","Polera Say My Name","BBD3CBT2XL","Breaking Bad Universe","Adult","190.00","137.00","53.00","27.89"
16764,"NEB","Nebula","Polera Better Call Saul","BCSD1CBTS","Better Call Saul","Adult","190.00","95.00","95.00","50.00"
16764,"NEB","Nebula","Polera Better Call Saul","BCSD1CBTM","Better Call Saul","Adult","190.00","95.00","95.00","50.00"
16773,"NEB","Nebula","Polera World's 2nd Best Lawyer","BCSD2CAMTL","Better Call Saul","Adult","180.00","129.99","50.01","27.78"
16794,"NEB","Nebula","Polera Los Pollos Hermanos","BCSD4CBTM","Better Call Saul","Adult","170.00","119.99","50.01","29.42"
16794,"NEB","Nebula","Polera Los Pollos Hermanos","BCSD4CBTL","Better Call Saul","Adult","170.00","119.99","50.01","29.42"
16794,"NEB","Nebula","Polera Los Pollos Hermanos","BCSD4CBT2XL","Better Call Saul","Adult","170.00","119.99","50.01","29.42"
16794,"NEB","Nebula","Polera Los Pollos Hermanos","BCSD4CBTXL","Better Call Saul","Adult","170.00","119.99","50.01","29.42"
16811,"NEB","Nebula","Polera Walter White - Mujer","BBD2CNTMM","Breaking Bad Universe","Uncategorized","180.00","129.99","50.01","27.78"
16828,"NEB","Nebula","Polera Better Call Saul - Mujer","BCSD2CBTMS","Better Call Saul","Women","190.00","95.00","95.00","50.00"
16836,"NEB","Nebula","Polera World's 2nd Best Lawyer - Mujer","BCSD2CAMTMM","Better Call Saul","Women","180.00","129.99","50.01","27.78"
16836,"RBN","Rabbona","Polera FCB 1899 - Roja","BCND4CRTS","Better Call Saul","Women","190.00","95.00","95.00","50.00"
16836,"RBN","Rabbona","Polera FCB 1899 - Roja","BCND4CRTM","Better Call Saul","Women","190.00","95.00","95.00","50.00"
16876,"NEB","Nebula","Manga Larga Walter White","BBML2CNT3XL","Breaking Bad Universe","Adult","210.00","159.99","50.01","23.81"
16885,"RBN","Rabbona","Polera Juventus Football Club - Negra","JUVD3CNTS","Breaking Bad Universe","Adult","220.00","109.99","110.01","50.00"
16913,"RBN","Rabbona","Polera Vecchia Signora - Blanca","JUVD4CBTXL","Better Call Saul","Adult","200.00","99.99","100.01","50.01"
16913,"RBN","Rabbona","Polera Vecchia Signora - Blanca","JUVD4CBTM","Better Call Saul","Adult","200.00","99.99","100.01","50.01"
16913,"RBN","Rabbona","Polera Vecchia Signora - Blanca","JUVD4CBTS","Better Call Saul","Adult","200.00","99.99","100.01","50.01"
17024,"NEB","Nebula","Gorra Camionera Better Call Saul","BCSG1D1CNN","Better Call Saul","Adult","100.00","69.99","30.01","30.01"
17026,"NEB","Nebula","Gorra Camionera Los Pollos Hermanos","BCSG1D2CBB","Better Call Saul","Adult","100.00","69.99","30.01","30.01"
17026,"NEB","Nebula","Gorra Camionera Los Pollos Hermanos","BCSG1D2CNN","Better Call Saul","Adult","100.00","69.99","30.01","30.01"
17031,"NEB","Nebula","Gorra Camionera Better Call Saul - Niño","BCSG2D1CNN","Better Call Saul","Caps","100.00","69.99","30.01","30.01"
17063,"NEB","Nebula","Taza World's 2nd Best Lawyer","BCST1D1","Better Call Saul","TV & Movies","60.00","39.99","20.01","33.35"
17401,"NEB","Nebula","Polera Winter Is Coming","GOTD1CNTS","Game of Thrones","Adult","190.00","95.00","95.00","50.00"
17401,"NEB","Nebula","Polera Winter Is Coming","GOTD1CNTXL","Game of Thrones","Adult","190.00","95.00","95.00","50.00"
17420,"NEB","Nebula","Polera HODOR","GOTD3CNTM","Game of Thrones","Adult","170.00","119.99","50.01","29.42"
17420,"NEB","Nebula","Polera HODOR","GOTD3CNTL","Game of Thrones","Adult","170.00","119.99","50.01","29.42"
17420,"NEB","Nebula","Polera HODOR","GOTD3CNTXL","Game of Thrones","Adult","170.00","119.99","50.01","29.42"
17429,"NEB","Nebula","Polera King In The North","GOTD4CBTM","Game of Thrones","Adult","200.00","149.99","50.01","25.01"
17429,"NEB","Nebula","Polera King In The North","GOTD4CBTXL","Game of Thrones","Adult","200.00","149.99","50.01","25.01"
17438,"NEB","Nebula","Polera House Targaryen","GOTD5CBTL","Game of Thrones","Adult","190.00","137.00","53.00","27.89"
17438,"NEB","Nebula","Polera House Targaryen","GOTD5CBT2XL","Game of Thrones","Adult","190.00","137.00","53.00","27.89"
17438,"NEB","Nebula","Polera House Targaryen","GOTD5CBTXL","Game of Thrones","Adult","190.00","137.00","53.00","27.89"
17447,"NEB","Nebula","Polera House Stark","GOTD6CBTL","Game of Thrones","Adult","180.00","129.99","50.01","27.78"
17456,"NEB","Nebula","Polera GOT's Houses","GOTD7CNT2XL","Game of Thrones","Adult","200.00","147.00","53.00","26.50"
17456,"NEB","Nebula","Polera GOT's Houses","GOTD7CNTXL","Game of Thrones","Adult","200.00","147.00","53.00","26.50"
17483,"NEB","Nebula","Polera I Demand a Trial By Combat","GOTD10CNT2XL","Game of Thrones","Adult","180.00","129.99","50.01","27.78"
17483,"NEB","Nebula","Polera I Demand a Trial By Combat","GOTD10CNTXL","Game of Thrones","Adult","180.00","129.99","50.01","27.78"
17500,"NEB","Nebula","Polera Mother Of Dragons - Mujer","GOTD2CBTMM","Game of Thrones","Women","200.00","149.99","50.01","25.01"
17500,"NEB","Nebula","Polera Mother Of Dragons - Mujer","GOTD2CBTMS","Game of Thrones","Women","200.00","149.99","50.01","25.01"
17524,"NEB","Nebula","Polera House Targaryen - Mujer","GOTD5CBTML","Game of Thrones","Women","190.00","137.00","53.00","27.89"
17524,"NEB","Nebula","Polera House Targaryen - Mujer","GOTD5CBTMXL","Game of Thrones","Women","190.00","137.00","53.00","27.89"
17540,"NEB","Nebula","Polera GOT's Houses - Mujer","GOTD7CNTMXL","Game of Thrones","Women","200.00","147.00","53.00","26.50"
17540,"NEB","Nebula","Polera GOT's Houses - Mujer","GOTD7CNTML","Game of Thrones","Women","200.00","147.00","53.00","26.50"
17557,"NEB","Nebula","Polera House Stark Winterfell - Mujer","GOTD9CNTMM","Game of Thrones","Women","190.00","95.00","95.00","50.00"
17557,"NEB","Nebula","Polera House Stark Winterfell - Mujer","GOTD9CNTMXL","Game of Thrones","Women","190.00","95.00","95.00","50.00"
17565,"NEB","Nebula","Polera I Demand a Trial By Combat - Mujer","GOTD10CNTML","Game of Thrones","Women","180.00","129.99","50.01","27.78"
17628,"NEB","Nebula","Manga Larga GOT's Houses","GOTML7CNT3XL","Game of Thrones","Adult","230.00","179.99","50.01","21.74"
17646,"NEB","Nebula","Manga Larga House Stark Winterfell","GOTML9CNTXL","Game of Thrones","Adult","220.00","169.99","50.01","22.73"
18047,"NEB","Nebula","Gorra Camionera Game Of Thrones","GOTG1D1CNN","Game of Thrones","Adult","100.00","69.99","30.01","30.01"
18058,"NEB","Nebula","Gorra Camionera House Stark","GOTG1D2CBB","Game of Thrones","Adult","100.00","69.99","30.01","30.01"
18058,"NEB","Nebula","Gorra Camionera House Stark","GOTG1D2CNN","Game of Thrones","Adult","100.00","69.99","30.01","30.01"
18068,"NEB","Nebula","Gorra Camionera House Targaryen","GOTG1D3CNN","Game of Thrones","Adult","100.00","69.99","30.01","30.01"
18068,"NEB","Nebula","Gorra Camionera House Targaryen","GOTG1D3CBB","Game of Thrones","Adult","100.00","69.99","30.01","30.01"
18072,"NEB","Nebula","Gorra Camionera House Targaryen - Niño","GOTG2D3CNN","Game of Thrones","Caps","100.00","69.99","30.01","30.01"
18158,"NEB","Nebula","Polera LEGENDADDY","DYD1CNTXL","Daddy Yankee","Adult","200.00","99.99","100.01","50.01"
18158,"NEB","Nebula","Polera LEGENDADDY","DYD1CNT2XL","Daddy Yankee","Adult","200.00","99.99","100.01","50.01"
18158,"NEB","Nebula","Polera LEGENDADDY","DYD1CNTM","Daddy Yankee","Adult","200.00","99.99","100.01","50.01"
18158,"NEB","Nebula","Polera LEGENDADDY","DYD1CNTL","Daddy Yankee","Adult","200.00","99.99","100.01","50.01"
18210,"NEB","Nebula","Gorra Camionera LEGENDADDY","DYG1D1CNN","Daddy Yankee","Adult","100.00","69.99","30.01","30.01"
18210,"NEB","Nebula","Gorra Camionera LEGENDADDY","DYG1D1CBB","Daddy Yankee","Adult","100.00","69.99","30.01","30.01"
18210,"NEB","Nebula","Gorra Camionera LEGENDADDY","DYG1D1CNB","Daddy Yankee","Adult","100.00","69.99","30.01","30.01"
18215,"NEB","Nebula","Gorra Camionera Daddy Yankee","DYG1D2CNN","Daddy Yankee","Adult","100.00","69.99","30.01","30.01"
18220,"NEB","Nebula","Gorra Camionera LEGENDADDY - Niño","DYG2D1CNN","Daddy Yankee","Caps","100.00","69.99","30.01","30.01"
18225,"NEB","Nebula","Gorra Camionera Daddy Yankee - Niño","DYG2D2CNN","Daddy Yankee","Caps","100.00","69.99","30.01","30.01"
18230,"NEB","Nebula","Polera #ULTIMAVUELTAWORLDTOUR","DYD2CNTL","Daddy Yankee","Adult","190.00","139.99","50.01","26.32"
18230,"NEB","Nebula","Polera #ULTIMAVUELTAWORLDTOUR","DYD2CNT2XL","Daddy Yankee","Adult","190.00","139.99","50.01","26.32"
18251,"NEB","Nebula","Polera Big Boss","DYD3CBTL","Daddy Yankee","Adult","170.00","119.99","50.01","29.42"
18285,"NEB","Nebula","Polera LEGENDADDY - Mujer","DYD1CNTMM","Daddy Yankee","Women","200.00","99.99","100.01","50.01"
18285,"NEB","Nebula","Polera LEGENDADDY - Mujer","DYD1CNTML","Daddy Yankee","Women","200.00","99.99","100.01","50.01"
18285,"NEB","Nebula","Polera LEGENDADDY - Mujer","DYD1CNTMXL","Daddy Yankee","Women","200.00","99.99","100.01","50.01"
18299,"NEB","Nebula","Polera #ULTIMAVUELTAWORLDTOUR - Mujer","DYD2CNTMS","Daddy Yankee","Women","190.00","89.99","100.01","52.64"
18299,"NEB","Nebula","Polera #ULTIMAVUELTAWORLDTOUR - Mujer","DYD2CNTMM","Daddy Yankee","Women","190.00","89.99","100.01","52.64"
18299,"NEB","Nebula","Polera #ULTIMAVUELTAWORLDTOUR - Mujer","DYD2CNTMXL","Daddy Yankee","Women","190.00","89.99","100.01","52.64"
18373,"NEB","Nebula","Manga Larga #ULTIMAVUELTAWORLDTOUR","DYML2CNTM","Daddy Yankee","Adult","220.00","175.00","45.00","20.45"
18373,"NEB","Nebula","Manga Larga #ULTIMAVUELTAWORLDTOUR","DYML2CNTL","Daddy Yankee","Adult","220.00","175.00","45.00","20.45"
18373,"NEB","Nebula","Manga Larga #ULTIMAVUELTAWORLDTOUR","DYML2CNT2XL","Daddy Yankee","Adult","220.00","175.00","45.00","20.45"
18373,"PA","Pasion Albiverde (Store)",,"","Oriente Petrolero","Adult",,,"0.00","0.00"
18645,"NEB","Nebula","Polera Born Pink Cover","BPD2CNTM","Blackpink","Adult","180.00","129.99","50.01","27.78"
18645,"NEB","Nebula","Polera Born Pink Cover","BPD2CNTL","Blackpink","Adult","180.00","129.99","50.01","27.78"
18645,"NEB","Nebula","Polera Born Pink Cover","BPD2CNTS","Blackpink","Adult","180.00","129.99","50.01","27.78"
18733,"RBN","Rabbona","Polera Chelsea Champions","RBN-CH-D1-CAZM-TL","Blackpink","Music","190.00","149.99","40.01","21.06"
18733,"RBN","Rabbona","Polera Chelsea Champions","RBN-CH-D1-CB-T2XL","Blackpink","Music","190.00","149.99","40.01","21.06"
18733,"RBN","Rabbona","Polera Chelsea Champions","RBN-CH-D1-CB-TL","Blackpink","Music","190.00","149.99","40.01","21.06"
18733,"RBN","Rabbona","Polera Chelsea Champions","RBN-CH-D1-CAZM-TS","Blackpink","Music","190.00","149.99","40.01","21.06"
18733,"RBN","Rabbona","Polera Chelsea Champions","RBN-CH-D1-CB-TS","Blackpink","Music","190.00","149.99","40.01","21.06"
18733,"RBN","Rabbona","Polera Chelsea Champions","RBN-CH-D1-CAZM-TM","Blackpink","Music","190.00","149.99","40.01","21.06"
