customer_key,channel_name,niche_term,orders_count,total_spend
"61dc8806e7adec3ce28ea246169b1e44a5184b2b61e21aae39f70e80c0189589","Online Web","Juventus",1,"1609.86"
"61dc8806e7adec3ce28ea246169b1e44a5184b2b61e21aae39f70e80c0189589","Online Web","Tenis",1,"99.98"
"61dcf4c0182ab6cd5e280e5e29165bfcc6a00fae8039ed745b721cde266e53fb","Manual Admin","EDM",1,"147.00"
"61ee8df1f5d916dfbf1583ee43a1a7a6d8480bd9e48151406f07396f9203482d","Manual Admin","Oriente Petrolero",1,"49.99"
"61efa5abc7babddf41984a56d76a928a5d9a3f43cbb99478f17b9fb32fa52141","Other Channels","Bolivia",1,"935.92"
"61f64f71afd363cb7e129778dc52467bd623775842c683ae3e81b94a22f1d513","Other Channels","Other Trends",1,"89.99"
"621aa01b4d840bc381a67e28cdd88e9758f5ea042a5197b6d5c584be6d004b7c","Other Channels","Manchester United",1,"49.99"
"623a5260b94d87032c7e1d454b01a428dec38b8becb91d5aa07ad6d5273378aa","Manual Admin","Manchester United",1,"49.99"
"62507b8633099143abe476729c99a661ca07e649510c438b883f6b6e6532f66f","Online Web","Oriente Petrolero",2,"99.98"
"6256f79bb0f4c2274ed1bd213f5ed1f19c1101ec3296253d744ae35319c549ed","Online Web","Oriente Petrolero",1,"79.98"
"6290166bc3ed45442e2c50ae84a0ad15cb0b43986043781bdefaf4be3721d3d4","Manual Admin","Oriente Petrolero",1,"299.00"
"6290166bc3ed45442e2c50ae84a0ad15cb0b43986043781bdefaf4be3721d3d4","Online Web","Oriente Petrolero",1,"129.99"
"6292c06029ad742bf9602d43c72377615aa10bc4fc5965288ba496b65ee35c51","Online Web","Chelsea",1,"49.99"
"6292c06029ad742bf9602d43c72377615aa10bc4fc5965288ba496b65ee35c51","Online Web","Oriente Petrolero",1,"724.91"
"6292c06029ad742bf9602d43c72377615aa10bc4fc5965288ba496b65ee35c51","Online Web","Other Trends",1,"49.99"
"62afa573d94b82c9c58bb39881490a8ec7337804f4101ee579546ff28e4fc9f2","Manual Admin","Oriente Petrolero",1,"779.94"
"62afa573d94b82c9c58bb39881490a8ec7337804f4101ee579546ff28e4fc9f2","Manual Admin","Real Madrid",1,"479.97"
"62afa573d94b82c9c58bb39881490a8ec7337804f4101ee579546ff28e4fc9f2","Online Web","Oriente Petrolero",2,"1344.90"
"62afa573d94b82c9c58bb39881490a8ec7337804f4101ee579546ff28e4fc9f2","Online Web","Real Madrid",1,"479.97"
"62cc897306048b5ea2c192de586e20d066808c598c21ee7b6ca002a52921593b","Manual Admin","Oriente Petrolero",1,"119.98"
"62cc897306048b5ea2c192de586e20d066808c598c21ee7b6ca002a52921593b","Manual Admin","PSG",1,"599.95"
"62cc897306048b5ea2c192de586e20d066808c598c21ee7b6ca002a52921593b","Point of Sale","Oriente Petrolero",1,"119.98"
"62cc897306048b5ea2c192de586e20d066808c598c21ee7b6ca002a52921593b","Point of Sale","PSG",1,"599.95"
"62d44d047c3e3b4e9aaf043c6cb8e85f1ccef41b77ae7b2b775b6a9d0afdb547","Online Web","Oriente Petrolero",1,"989.93"
"62fd260be501d9c7b1986ec55db3b53cd1d086bf52dd99754843bb8c53f0ab19","Manual Admin","Harry Styles",1,"199.99"
"62fe79488419316dc13c75023635b6efa57bdd1a78a811240db250bea7363b56","Manual Admin","Tenis",1,"59.99"
"633239786d88c6c8dffacd72e60170d1c7d5165e54b3108a516b132f248bd588","Online Web","Formula 1",1,"424.99"
"634d4559e90d4c8d07d0f0157441a1fe699a984922e197ee2ef880b7ec3d1bd7","Online Web","Oriente Petrolero",1,"34.00"
"637448cf0f61162b68a3c4383ac22cc6af433345a307396b33a45fed0b5d6ece","Online Web","Oriente Petrolero",1,"1488.00"
"63bbcbc1b6af49a6fcb783c5ab6fba89ad3dc08a48c045e0bede4ed57c76dced","Online Web","Oriente Petrolero",1,"1999.80"
"63c5dd373f827450cf25d2d602a0951fdcaeb2abd20cc9f00b3d017dc1814f14","Online Web","Oriente Petrolero",1,"569.93"
"63c5dd373f827450cf25d2d602a0951fdcaeb2abd20cc9f00b3d017dc1814f14","Other Channels","Oriente Petrolero",1,"1749.93"
"63f1b3d831fa681c3ed335efcf9f774f22fad5fc971c66a7880ce1537c2f1af2","Online Web","Oriente Petrolero",1,"719.94"
"63fdcf216e74fe9c5a86c5ec0de8055278f836ec774efac5cf96b475f6d62c68","Online Web","Oriente Petrolero",1,"899.91"
"6403a00b8298cbb20a433a5571a9314bc29489884ccc4efd8e51867628c4fd04","Online Web","Oriente Petrolero",1,"1344.00"
"6406914e5fc43f61485e606dd26c3f6c1185653183201f57955f23eab47b55f6","Manual Admin","Formula 1",2,"249.96"
"640d827dd6647f4f632b81ab4a3ba9865ef88e16345b8f1c6d7dad741a547b49","Online Web","Oriente Petrolero",2,"139.98"
"640d827dd6647f4f632b81ab4a3ba9865ef88e16345b8f1c6d7dad741a547b49","Other Channels","Oriente Petrolero",1,"69.99"
"642c31e17f1366da94f8646406c57a07e65c1208241911d7b2d68699ecdb7262","Online Web","Oriente Petrolero",1,"99.98"
"64494a27a9e2208bdfb53fd207dc70a1667959bf258079118b0e082151d99208","Other Channels","Oriente Petrolero",1,"69.99"
"6467f7099f1f4522a8aba62ed4b3609377e957e4ced4c71323115c286647a718","Online Web","Oriente Petrolero",1,"599.80"
"646bac083ac655d936ce0f3316cf7d76fb12d2fb6ecedaede5ef9918d8b9fce3","Manual Admin","Formula 1",1,"494.98"
"64a04f48c2d3f7cf9ee3432cd0cb5f040f54df04d501eeb841a689d588cbf574","Online Web","Oriente Petrolero",1,"89.99"
"64b42816771f3034e70c868fc83244233c200c8d53d58117ebc294a2c189a984","Manual Admin","Formula 1",1,"399.96"
"650992e4a390058b4e5780063e265965fcb244659331e2f11c6ed66a2ef8c74f","Online Web","Oriente Petrolero",1,"69.99"
"650992e4a390058b4e5780063e265965fcb244659331e2f11c6ed66a2ef8c74f","Other Channels","Oriente Petrolero",1,"1749.93"
"650b65df44a54db520426995857576226a4dc7e92885391507813676301b0362","Online Web","Oriente Petrolero",1,"79.99"
"650b65df44a54db520426995857576226a4dc7e92885391507813676301b0362","Other Channels","Oriente Petrolero",1,"79.99"
"651b6d384880490807a3c6311ba811412ab7d60785ed9323bf6eaaf753074ef2","Other Channels","Apparel",2,"2399.90"
"651b6d384880490807a3c6311ba811412ab7d60785ed9323bf6eaaf753074ef2","Other Channels","Barcelona",6,"3399.80"
"651b6d384880490807a3c6311ba811412ab7d60785ed9323bf6eaaf753074ef2","Other Channels","Tenis",2,"799.92"
"6523327e83b48466d3415de73e226d1984e05da57795121c01dde1becd6b79ae","Manual Admin","Oriente Petrolero",1,"919.96"
"6523327e83b48466d3415de73e226d1984e05da57795121c01dde1becd6b79ae","Manual Admin","PSG",1,"219.99"
"6523327e83b48466d3415de73e226d1984e05da57795121c01dde1becd6b79ae","Other Channels","Oriente Petrolero",1,"919.96"
"6523327e83b48466d3415de73e226d1984e05da57795121c01dde1becd6b79ae","Other Channels","PSG",1,"219.99"
"6537b5d04afe5a25ba0e3c451ac2d11492aa44a4cd00759d4d920423ce2ec3b8","Manual Admin","Oriente Petrolero",1,"120.00"
"654a0536782c67b146024537e6baac45447ae55fa7173ea480d8c539be69ca99","Manual Admin","Oriente Petrolero",1,"99.99"
"65580adc2b230d3b8dcf675337c50461bbefbea9a1cd5b9b93d6c95773ea6963","Manual Admin","Boca Juniors",1,"870.00"
"656b3b9736a9150f29907386fe04f49c021f0418b365f3c8d58c2a1599ad5a04","Online Web","Oriente Petrolero",1,"65.00"
"657ce78003f8e65474be05347a06604097950c210ef26d4549bd4ee80f29aeb8","Manual Admin","Chelsea",1,"139.98"
"657cf3f536b27a108ad6c5c7c7f1586672736461b41460d9c8e1c2e324744d36","Manual Admin","Blackpink",1,"389.97"
"659c10334decfc94ea94c537aec4cd3917a351b4e71ffb251ffaaabfcc0e2809","Manual Admin","Chelsea",1,"59.99"
"659c10334decfc94ea94c537aec4cd3917a351b4e71ffb251ffaaabfcc0e2809","Manual Admin","Oriente Petrolero",1,"1789.85"
"659c10334decfc94ea94c537aec4cd3917a351b4e71ffb251ffaaabfcc0e2809","Manual Admin","Other Trends",1,"59.99"
"659d66aa856db3ac84b28971918b4d40171bdc34d7789c9ccda61509497d2773","Online Web","Oriente Petrolero",1,"1019.95"
"659f52ba5dda44d3c4be9aa9a6cf95bbc40945ba2202c219eb928c7e9afdb83f","Manual Admin","Oriente Petrolero",2,"529.96"
"659f52ba5dda44d3c4be9aa9a6cf95bbc40945ba2202c219eb928c7e9afdb83f","Online Web","Oriente Petrolero",1,"870.00"
"65abba9be891ef7e8bd3711d2fe28fe20972eb100b462a9dc170f4195b32f7a5","Online Web","Oriente Petrolero",1,"65.00"
"65ae0b87620f321fcb9fe0a97460e2943a62360f7fa5b39cc3391493b8fbf5df","Manual Admin","Formula 1",1,"69.99"
"65ce32b11c86327e1cd95d05f99855f6110e5a656f3f0f831a5841c51ecf9a53","Online Web","Oriente Petrolero",1,"1014.99"
"65e499c65c371c9d47ecfa50e0b737acdb9b3c69ecf17d1edf8783472a4bf9bd","Manual Admin","Oriente Petrolero",1,"39.99"
"65e635111d3256d7282657f285705d7ba53ba3f009d253fffc09e0e30f395cc2","Manual Admin","Tenis",1,"270.00"
"65f0fe250abf7f2bfb2cef0335a3440b0ba7cd182db543f07a55febd7626769e","Manual Admin","Oriente Petrolero",1,"460.00"
"660a2591baae1d1582c0f927c4da712bf41ac7e4b4f819ef08c4e3f7704d183e","Manual Admin","Oriente Petrolero",1,"59.99"
"6611fa9006592d722329e052545c6aff0c4018cc08300120565174df9cf597d1","Online Web","Oriente Petrolero",1,"39.99"
"66121f66bf50170e3f6529a23369bdd7c91d0b516ba987f1884ed54ed2ee5bab","Other Channels","Francia",1,"49.99"
"6616dcd72864abd19cc3477f575e73ee4d446d3380bd821292812ea876a639c7","Manual Admin","Apparel",1,"359.97"
"6616dcd72864abd19cc3477f575e73ee4d446d3380bd821292812ea876a639c7","Manual Admin","Daddy Yankee",1,"359.97"
"6616dcd72864abd19cc3477f575e73ee4d446d3380bd821292812ea876a639c7","Manual Admin","Oriente Petrolero",1,"254.98"
"66216e0feb34a68112b4c8a9036480d14e39b4b32b1126a9a936819f9a72599b","Online Web","Oriente Petrolero",1,"250.00"
"662b49c8c47626b4071e539e0577863585a9044b4fa4b9c6a329525b65979677","Point of Sale","Liverpool",1,"435.00"
"6638a6f2754a69b42ce761a6a349cc1e5740d1a4b14d78e0996dc396a9f02bcf","Online Web","Oriente Petrolero",1,"839.94"
"6688491e325c3626c8a21dbfd6b90278c3c52d881246d33f5d67c37d57b006da","Online Web","Oriente Petrolero",1,"985.00"
"668cd73a12101b29679766e9fed3ab50eaa7e7a3f20fce2e1a140f0b239fb739","Online Web","Chelsea",1,"49.99"
"668cd73a12101b29679766e9fed3ab50eaa7e7a3f20fce2e1a140f0b239fb739","Online Web","Oriente Petrolero",1,"1454.94"
"668cd73a12101b29679766e9fed3ab50eaa7e7a3f20fce2e1a140f0b239fb739","Online Web","Other Trends",1,"49.99"
"6693be83f71cb6a94359e7475b3907c95771d4f99e8a1090d79c7db074822225","Online Web","Oriente Petrolero",1,"255.99"
"669d9b8f96974f15cccf4d1bae3074ebe373a14e8c79df17d5b711b8fe0fe19a","Online Web","Oriente Petrolero",1,"39.99"
"66b8a185b2a9ed2bfde02745e878cfda4b18412a1bd92a39b590ae60a19aa526","Online Web","Oriente Petrolero",1,"769.93"
"66daca937c955c80c6c1c02d10865b630a213f14745ff07ee4f1046ffba42891","Manual Admin","Formula 1",1,"469.95"
"66daca937c955c80c6c1c02d10865b630a213f14745ff07ee4f1046ffba42891","Manual Admin","Oriente Petrolero",1,"45.00"
"66daca937c955c80c6c1c02d10865b630a213f14745ff07ee4f1046ffba42891","Online Web","Formula 1",1,"469.95"
"66daca937c955c80c6c1c02d10865b630a213f14745ff07ee4f1046ffba42891","Online Web","Oriente Petrolero",1,"45.00"
"670ce7ca40815e65399d3b3b75cd37a2c609bd768c90ec5425ed4aae591c19fb","Online Web","Oriente Petrolero",1,"1959.86"
"6762f1d725167ab173ab37efc37ebd7715b6d88685845acd840f468f3fc9baf6","Manual Admin","Oriente Petrolero",1,"29.99"
"676484c9f4aa483cee938203767de71c9670375899185ba1674ed6ac3bd5a8f1","Online Web","Oriente Petrolero",1,"1887.92"
"676d450b32f103447b26c9e9cc63648848892d80e9808f0ea7ba2650e54586e1","Manual Admin","Brasil",1,"99.98"
"676d450b32f103447b26c9e9cc63648848892d80e9808f0ea7ba2650e54586e1","Manual Admin","Italia",1,"149.97"
"677836ae1f78f835d65b2066493c91726e87baaeb81ede46e60a40ad89821e4b","Other Channels","Tenis",1,"857.97"
"678b1cb84b4127e0052d53324e29f206ea440aea3e973651cbbd535bde5d1ce8","Manual Admin","Oriente Petrolero",1,"199.99"
"67a6a60492789d402c59dcd6b707ee19ad9418f82e23a9187bcc05ec70604f4e","Online Web","Oriente Petrolero",1,"59.99"
"67d48c650ab4bd9d747927f4402f19c9b2463232b9e90546135b0bd7919279fe","Point of Sale","Liverpool",1,"299.97"
"67de1f8fb43e423dcd30af60dcab32d315b4c41e0a4ccfbaac5012676557011c","Online Web","Oriente Petrolero",1,"45.00"
"681c5e1f9027556738c9708f266367fc57b25ed4e88dda844762eb6728e8545d","Online Web","Oriente Petrolero",1,"959.84"
"681c5e1f9027556738c9708f266367fc57b25ed4e88dda844762eb6728e8545d","Online Web","Tenis",1,"279.96"
"68214a5de4207a8f2db48e74c3aec9fb38531001618d4638779f5894da22ae56","Online Web","Netflix",1,"1019.95"
"682d6b58dcdcaa1faf410a341a050d80322471d3007b365b3598f4c7e418811e","Manual Admin","Argentina",1,"69.99"
"682d6b58dcdcaa1faf410a341a050d80322471d3007b365b3598f4c7e418811e","Manual Admin","River Plate",1,"119.98"
"6838317e5f5d8482a510f2a4ab5f23d4823fd93e517016411ffa5c5669943981","Manual Admin","Formula 1",1,"795.00"
"6882ec96049c217a0500b8ec1707a69fc67567df149ea64e7fc0840570cb7dd7","Online Web","Oriente Petrolero",1,"45.00"
"689ed60ddd45def541a548c900fb195a7984cf765b84f57b9842bc42aca2a1bb","Manual Admin","Formula 1",1,"809.94"
"68a736d1ebcf4e26ba2eac63854bd503e2b297ba91fcbdb4a58a1951620c657a","Point of Sale","Oriente Petrolero",1,"499.95"
"68a736d1ebcf4e26ba2eac63854bd503e2b297ba91fcbdb4a58a1951620c657a","Point of Sale","PSG",1,"460.00"
"68ffe9c46b7e6ae85f68a545b2e370ed757acd4cdbe277b86810b039664ec979","Manual Admin","Oriente Petrolero",1,"929.91"
"691a553c5243076c606387755322409c318dc3799ad3580f6782f55835e907c9","Other Channels","Oriente Petrolero",1,"94.99"
"6923fd9e589f9f321fe5a9abe5e74e026b02fe3cf02799ccf2b801bd4d6c0fe3","Online Web","Oriente Petrolero",1,"79.98"
"692ea42d95691ab4eaa2fbd4137b85c2ea64f3b0783845e1970946bb835f6c81","Online Web","Oriente Petrolero",1,"534.93"
"6933c898a68d3e34ffe89a5684ef398ac56047621ada52464bb55b933b09735a","Other Channels","minions",1,"169.99"
"693b28dbb629dcbf75261b7d5669cd610d4e613876921cfdabd01e58cec7bf02","Manual Admin","Apparel",1,"119.99"
"693b28dbb629dcbf75261b7d5669cd610d4e613876921cfdabd01e58cec7bf02","Manual Admin","Italia",1,"119.99"
"693b28dbb629dcbf75261b7d5669cd610d4e613876921cfdabd01e58cec7bf02","Manual Admin","Oriente Petrolero",1,"2959.70"
"698e56875d56ae0536e6ab60b89037836dbe640dd33357e3027cfc8e82af499d","Online Web","Oriente Petrolero",1,"68.00"
"6991c5036b1f688aff64cc71fe1a302ec7e60d713a8f49bb253a0cffe91528c4","Online Web","Oriente Petrolero",1,"199.98"
"69927de007abb9c306e39801da730912a6ef49b8ff36bfa6ea5fbbb9280a5a47","Online Web","Oriente Petrolero",1,"467.96"
"699ea93672e5390c985cf36acc0b3187da1e03527d0368874a65424c4e53785c","Online Web","Oriente Petrolero",1,"139.98"
"69c0bdbc11d1ce3b3f3997cee23bc2bf1a0064d27eedf2c81a9cabf30cc9d342","Manual Admin","Manchester United",1,"49.99"
"69c0bdbc11d1ce3b3f3997cee23bc2bf1a0064d27eedf2c81a9cabf30cc9d342","Manual Admin","Oriente Petrolero",1,"159.96"
"69c0bdbc11d1ce3b3f3997cee23bc2bf1a0064d27eedf2c81a9cabf30cc9d342","Online Web","Manchester United",1,"49.99"
"69c0bdbc11d1ce3b3f3997cee23bc2bf1a0064d27eedf2c81a9cabf30cc9d342","Online Web","Oriente Petrolero",1,"159.96"
"69c663962b3d5602a5bd0665ac18bcf9496e263447c8225d0b780e53f0ab2f2c","Online Web","Oriente Petrolero",1,"979.93"
"69cd8bcf83013c1e7377e207c2dddb73b7b0823dc5ec7d7b02e6e4fdbf089189","Online Web","Oriente Petrolero",1,"579.98"
"69e5bbd3b734698f2d3782ffc52a201075567356e9b5f4e5e64696e6e3f2cc5f","Point of Sale","Formula 1",1,"599.96"
"69e68b63e217c7e224ee9c1a747690b9d98a2d56944019f50862f93fd8091b9d","Manual Admin","Argentina",1,"345.00"
"69e68b63e217c7e224ee9c1a747690b9d98a2d56944019f50862f93fd8091b9d","Manual Admin","Inglaterra",1,"460.00"
"6a0569bcc4614c5f845bf74d57fd396c07c5dcc7a49c859348090357ff3e0b11","Manual Admin","Boca Juniors",1,"559.96"
"6a0569bcc4614c5f845bf74d57fd396c07c5dcc7a49c859348090357ff3e0b11","Manual Admin","Bolivia",1,"2239.84"
"6a0569bcc4614c5f845bf74d57fd396c07c5dcc7a49c859348090357ff3e0b11","Manual Admin","EDM",1,"1399.90"
"6a0569bcc4614c5f845bf74d57fd396c07c5dcc7a49c859348090357ff3e0b11","Manual Admin","Real Madrid",1,"1436.99"
"6a06a979c4f80e9dc77afc98f8e6803d56dd70fff5c4af247f319590c43d4871","Manual Admin","Alemania",1,"99.98"
"6a06a979c4f80e9dc77afc98f8e6803d56dd70fff5c4af247f319590c43d4871","Manual Admin","Argentina",1,"49.99"
"6a2ac83fbf596cfdfe1084392420ca2ef6a741930352632c0cad63840b876bc5","Other Channels","Bolivia",1,"539.94"
"6a2ac83fbf596cfdfe1084392420ca2ef6a741930352632c0cad63840b876bc5","Other Channels","Real Madrid",1,"628.00"
"6a3f90f1d0f90d8ad9ae9c89f79c90471ed37da543ad85411e78a6b3047e3e62","Other Channels","Apparel",1,"314.00"
"6a3f90f1d0f90d8ad9ae9c89f79c90471ed37da543ad85411e78a6b3047e3e62","Other Channels","Oriente Petrolero",1,"1570.00"
"6a3f90f1d0f90d8ad9ae9c89f79c90471ed37da543ad85411e78a6b3047e3e62","Other Channels","River Plate",1,"628.00"
"6a42c9772a4539569a9bd771d5465fbaa0464bbd0582f28051162e4d29179b0a","Manual Admin","Apparel",1,"359.97"
"6a42c9772a4539569a9bd771d5465fbaa0464bbd0582f28051162e4d29179b0a","Manual Admin","Daddy Yankee",1,"359.97"
"6a42c9772a4539569a9bd771d5465fbaa0464bbd0582f28051162e4d29179b0a","Manual Admin","Oriente Petrolero",2,"289.98"
"6a4d2a7a547b97ea75e22ac3395d1600aa4baedca03ad40077d487e1e4b5153b","Manual Admin","Alemania",1,"289.98"
"6a4d2a7a547b97ea75e22ac3395d1600aa4baedca03ad40077d487e1e4b5153b","Manual Admin","Brasil",1,"276.99"
"6a4d2a7a547b97ea75e22ac3395d1600aa4baedca03ad40077d487e1e4b5153b","Manual Admin","Italia",1,"259.98"
"6a4d2a7a547b97ea75e22ac3395d1600aa4baedca03ad40077d487e1e4b5153b","Manual Admin","Juventus",1,"675.00"
"6a4d2a7a547b97ea75e22ac3395d1600aa4baedca03ad40077d487e1e4b5153b","Manual Admin","Liverpool",1,"479.98"
"6a4d2a7a547b97ea75e22ac3395d1600aa4baedca03ad40077d487e1e4b5153b","Manual Admin","River Plate",1,"245.00"
"6a51007807866d65463d5d53cec626bcf153b3c0254c1b0b9c592b6d0d593d08","Online Web","Apparel",1,"276.00"
"6a51007807866d65463d5d53cec626bcf153b3c0254c1b0b9c592b6d0d593d08","Online Web","Oriente Petrolero",2,"3369.91"
"6a51007807866d65463d5d53cec626bcf153b3c0254c1b0b9c592b6d0d593d08","Online Web","River Plate",1,"276.00"
"6a9bf2f792d25de8965766079f3e5af64920de63c628ecd146c69d419da13814","Manual Admin","Oriente Petrolero",1,"449.91"
"6ad3279dde14a022e353e05e75c72286e2882594ad7a665beab50126b60fd0da","Manual Admin","Liverpool",1,"465.00"
"6ae7849d63a964fd43b6722d116504a31d1ec4ce47a97e08ea88800080d12c82","Manual Admin","Formula 1",1,"59.99"
"6afe465a49b22d11ae833e7e7aa4b7180bf5659a885004553f63a412750341b2","Manual Admin","Bolivia",1,"149.97"
"6afe465a49b22d11ae833e7e7aa4b7180bf5659a885004553f63a412750341b2","Manual Admin","Brasil",1,"99.98"
"6afe465a49b22d11ae833e7e7aa4b7180bf5659a885004553f63a412750341b2","Manual Admin","Francia",1,"49.99"
"6b0990229fc8c9721cf0b4e3bd58913478cb7cfc68f4d4c2ad96c77e58179d99","Manual Admin","Oriente Petrolero",2,"849.91"
"6b22596e9dce4aa0771d3cccb9c71183dea7815a2680efa538b6e29a994a1af4","Online Web","Oriente Petrolero",1,"864.93"
"6b2bde427de9bd8d807b27a7d0b5eecb64e328544a9aeb1efa2c6098070da4eb","Manual Admin","Chelsea",1,"419.97"
"6b2bde427de9bd8d807b27a7d0b5eecb64e328544a9aeb1efa2c6098070da4eb","Manual Admin","Oriente Petrolero",1,"159.96"
"6b2bde427de9bd8d807b27a7d0b5eecb64e328544a9aeb1efa2c6098070da4eb","Manual Admin","Real Madrid",1,"765.00"
"6b2bde427de9bd8d807b27a7d0b5eecb64e328544a9aeb1efa2c6098070da4eb","Point of Sale","Chelsea",1,"419.97"
"6b2bde427de9bd8d807b27a7d0b5eecb64e328544a9aeb1efa2c6098070da4eb","Point of Sale","Oriente Petrolero",1,"159.96"
"6b2bde427de9bd8d807b27a7d0b5eecb64e328544a9aeb1efa2c6098070da4eb","Point of Sale","Real Madrid",1,"765.00"
"6b36243d0abfdc449f2b3920040c040c55e9380c12a59ef958892549afb36cc0","Online Web","Oriente Petrolero",1,"99.99"
"6b45e2a5f787566be6d36483c95d9efaf9b301a170e7ffbc4181c8abbb1952bb","Online Web","Oriente Petrolero",1,"109.97"
"6b5078c967eab854f827e43f36a59a662502553b53312b143b97e40953bbdd5a","Manual Admin","Oriente Petrolero",1,"425.00"
"6b627bee320644dbe667cc86e94c477aa6fbcd8cfe37402a367728e6bfa87a15","Manual Admin","Formula 1",1,"749.97"
"6b627bee320644dbe667cc86e94c477aa6fbcd8cfe37402a367728e6bfa87a15","Online Web","Formula 1",1,"589.95"
"6b8e69cf940e823b2fecf04627baeb4f18cf3753138c51c4a99f64a4a2a76422","Point of Sale","Liverpool",1,"49.99"
"6c1af611b046fbaeea8db5a4c9a6f6978c1204214bfb65876723fab27b8f7a08","Manual Admin","Boca Juniors",1,"588.00"
"6c1af611b046fbaeea8db5a4c9a6f6978c1204214bfb65876723fab27b8f7a08","Manual Admin","Oriente Petrolero",1,"1000.00"
"6c1af611b046fbaeea8db5a4c9a6f6978c1204214bfb65876723fab27b8f7a08","Manual Admin","River Plate",1,"495.00"
"6c1af611b046fbaeea8db5a4c9a6f6978c1204214bfb65876723fab27b8f7a08","Online Web","Boca Juniors",1,"588.00"
"6c1af611b046fbaeea8db5a4c9a6f6978c1204214bfb65876723fab27b8f7a08","Online Web","Oriente Petrolero",1,"1000.00"
"6c1af611b046fbaeea8db5a4c9a6f6978c1204214bfb65876723fab27b8f7a08","Online Web","River Plate",1,"495.00"
"6c22722540170c84b4be27c73c17f5be8cc9d6d3bdd3569459f765dd1f717825","Online Web","Apparel",1,"145.00"
"6c22722540170c84b4be27c73c17f5be8cc9d6d3bdd3569459f765dd1f717825","Online Web","Italia",1,"145.00"
"6c22722540170c84b4be27c73c17f5be8cc9d6d3bdd3569459f765dd1f717825","Online Web","Oriente Petrolero",1,"3190.00"
"6c52eb1b520459c43f571434f6c58dbbe43cbc43527c5b4340351241dab819f6","Online Web","Oriente Petrolero",1,"1399.86"
"6c61b87649c269ae6dba82395b0a5caff764cde4642f777fb5fe9579e1368079","Manual Admin","Oriente Petrolero",1,"50.00"
"6c64fef714c83321001aa2accba4086b227ff5851fcb1733311488d23d623968","Online Web","Oriente Petrolero",1,"65.00"
"6c74a47cfc49e2fe925fe23bb0ceceec0a88fa5aa3ec09c3309af35f7f9e3470","Online Web","Oriente Petrolero",1,"2799.80"
"6c74a47cfc49e2fe925fe23bb0ceceec0a88fa5aa3ec09c3309af35f7f9e3470","Online Web","PSG",1,"309.96"
"6ca11c5a11a1639fbd3a940c5d2b2b33d8db2a0e5fc7469cdd0e4d1ae6407ed3","Manual Admin","Italia",1,"179.98"
"6ca11c5a11a1639fbd3a940c5d2b2b33d8db2a0e5fc7469cdd0e4d1ae6407ed3","Manual Admin","Other Trends",1,"79.98"
"6cb170b6efd9a833d663144ad54e33b21c8eb68d93f0624b8fba5707d7198f0e","Manual Admin","Argentina",1,"39.99"
"6cb170b6efd9a833d663144ad54e33b21c8eb68d93f0624b8fba5707d7198f0e","Manual Admin","Bolivia",1,"119.97"
"6cb170b6efd9a833d663144ad54e33b21c8eb68d93f0624b8fba5707d7198f0e","Manual Admin","Inglaterra",1,"39.99"
"6cb1b528b4939f1dcba3b9ee3e3334b660f4a0fd908ed8e0c742ed55dd85ef9c","Online Web","Oriente Petrolero",1,"439.91"
"6cf15b4b10cbd7afde0a77049b3edf87b897465958933cf3b2107f7cb150b99c","Manual Admin","Formula 1",1,"959.94"
"6cf15b4b10cbd7afde0a77049b3edf87b897465958933cf3b2107f7cb150b99c","Manual Admin","Other Trends",1,"959.94"
"6cf15b4b10cbd7afde0a77049b3edf87b897465958933cf3b2107f7cb150b99c","Manual Admin","Tenis",1,"250.00"
"6d01278841391b4a4abbdb1de25d16d07bacad20a0f63f05e08ffe7c6a5964f9","Point of Sale","Oriente Petrolero",1,"59.99"
"6d2b3e4f32c1f31c5744f0189b606ea28476e5cf4efc44486256f44c1ce800ee","Manual Admin","Oriente Petrolero",1,"59.99"
"6d36cc63f2ae1472a52d0a98952ce1a5ae6be0cdbdb4490827e7518aec27c972","Manual Admin","Oriente Petrolero",1,"779.94"
"6d53cead19ba6c5ca605a9d12e49f1db1c8efb5a19bd551836e0cb064b33b3a3","Manual Admin","Oriente Petrolero",1,"159.99"
"6d7fa8d00f47c479a15dfb8c9d0a40a1bd3396724ab3dabb08f18f34086d5c88","Manual Admin","Oriente Petrolero",1,"519.87"
"6d869bd54b09c01048c0951439d7262b7ce30250b160b2d0e8b9d1b9c1099cbf","Online Web","Oriente Petrolero",1,"519.96"
"6dad45f17346948a1adb6691ba09ef3166cebefab932272628cd4a846553e55c","Point of Sale","Liverpool",1,"620.00"
"6db1f9f4522951e7ddc635f7f39c4ef8858cff81f87c32940b9aa515cf73f1fc","Other Channels","Italia",1,"259.98"
"6db5f327dc5f3e1066d00d500f47ca7bffb18173ba222505a5a6d459ca61a5dc","Online Web","BTS",1,"69.99"
"6dd0aaa4bde61b6c0d02486fc6c88d5f21dcd7b66b68fdb9e6ff0ca799897152","Online Web","Oriente Petrolero",1,"959.92"
"6dda5d3213275acb0b681c7b65f8eecbc39278ba913c74c0158b7b685c53e58c","Online Web","Formula 1",1,"969.93"
"6de6682c5de76c580a23109c84f6414603b5e2f7c3ea7249c13bb3d8c09849ce","Online Web","Oriente Petrolero",2,"353.99"
"6de866682a749e61c291339c58c91b6af3501c9e8322c7a74ed34a1bc31fa2d5","Online Web","Brasil",1,"254.00"
