customer_key,channel_name,niche_term,orders_count,total_spend
"117097bcef18b7b8fede48cb7585333ea839133ff37b588e34d6c8d9dd93fc26","Manual Admin","Daddy Yankee",1,"359.97"
"117097bcef18b7b8fede48cb7585333ea839133ff37b588e34d6c8d9dd93fc26","Manual Admin","Oriente Petrolero",2,"307.98"
"1197fa675b28768bfb6c867467f2ebe10bb52103a9358b641574a4a32efb7d49","Online Web","Argentina",1,"1019.00"
"1197fa675b28768bfb6c867467f2ebe10bb52103a9358b641574a4a32efb7d49","Online Web","Oriente Petrolero",1,"839.93"
"1197fa675b28768bfb6c867467f2ebe10bb52103a9358b641574a4a32efb7d49","Online Web","PSG",1,"1200.00"
"1197fa675b28768bfb6c867467f2ebe10bb52103a9358b641574a4a32efb7d49","Point of Sale","Argentina",1,"1019.00"
"1197fa675b28768bfb6c867467f2ebe10bb52103a9358b641574a4a32efb7d49","Point of Sale","Oriente Petrolero",1,"839.93"
"1197fa675b28768bfb6c867467f2ebe10bb52103a9358b641574a4a32efb7d49","Point of Sale","PSG",1,"1200.00"
"11cc39e4a1697107bb5030061a50b89a3f59d5c5d8d6d0ae9f18c5f4dcc68b8d","Online Web","Oriente Petrolero",1,"849.95"
"11cc8845d32b15fe7690d4561ebb651db163efb7e05b7f7980d458c1a9402587","Point of Sale","Boca Juniors",1,"559.96"
"12191900c75bff3655121df658e4d05eeea608ce7de7425255fde02c54fc86d7","Point of Sale","Juventus",1,"663.00"
"12191900c75bff3655121df658e4d05eeea608ce7de7425255fde02c54fc86d7","Point of Sale","Manchester United",1,"803.18"
"121e38f156e1b114489044bc61044537a1507fb2f517ddc7c472d8b15b020d25","Other Channels","Oriente Petrolero",1,"1819.86"
"12260be49c904449a17cf7c1d1ef6e96792735e1edd42d1a1053647a1987840a","Other Channels","Oriente Petrolero",1,"839.94"
"122955e6b2c5cd003f11ff8a3dc41d244d7ac8926d0966863cde110aba56175f","Online Web","Oriente Petrolero",1,"39.99"
"1243873886fce49a285176f7a78d3bb5fa319116778ffa78e2e5e6d05e5b5538","Point of Sale","Oriente Petrolero",1,"69.99"
"127e2401ab5ddb3c16ac7ad0075c17718de059a6d33df8327492213f95589d24","Online Web","Tenis",1,"239.96"
"12ed56d01e10ac51bfb8184d3d615b796077be683a9bd5cfb949d4eafb22805f","Online Web","Oriente Petrolero",1,"999.92"
"12fa5ea5ab620144d71db460a8383a75dd05d7289451710d10691bc676e7d669","Online Web","Apparel",1,"196.00"
"12fa5ea5ab620144d71db460a8383a75dd05d7289451710d10691bc676e7d669","Online Web","Oriente Petrolero",1,"980.00"
"12fa5ea5ab620144d71db460a8383a75dd05d7289451710d10691bc676e7d669","Online Web","River Plate",1,"196.00"
"1303b4fe6113f210a30a21a8cab2c9b32f1fe79a00848f6a479b16f4bb180943","Online Web","Argentina",1,"270.00"
"1308ee76267a25dba907ed39153571d851c9d35e916adb889c95b7f34dbb14c5","Manual Admin","Bolivia",1,"119.98"
"1308ee76267a25dba907ed39153571d851c9d35e916adb889c95b7f34dbb14c5","Manual Admin","Oriente Petrolero",1,"719.94"
"1308ee76267a25dba907ed39153571d851c9d35e916adb889c95b7f34dbb14c5","Online Web","Bolivia",1,"119.98"
"1308ee76267a25dba907ed39153571d851c9d35e916adb889c95b7f34dbb14c5","Online Web","Oriente Petrolero",1,"719.94"
"1308ee76267a25dba907ed39153571d851c9d35e916adb889c95b7f34dbb14c5","Other Channels","Bolivia",1,"119.98"
"131d9e57ffbe7f3f344f64104455ce3f480e072a03cbddd77d6ce3168bbec2ca","Manual Admin","Oriente Petrolero",1,"2199.82"
"132cdb837423ef248833365a05c11dcf0308f6dbd58a085a0bba4206764de43c","Online Web","Oriente Petrolero",1,"69.99"
"132cdb837423ef248833365a05c11dcf0308f6dbd58a085a0bba4206764de43c","Other Channels","Oriente Petrolero",1,"69.99"
"1370e9ab3fd015f10173c21e930f22fa08448a97348fba707c18e84debc888ae","Online Web","Boca Juniors",1,"59.99"
"1370e9ab3fd015f10173c21e930f22fa08448a97348fba707c18e84debc888ae","Online Web","Bolivia",1,"55.99"
"1370e9ab3fd015f10173c21e930f22fa08448a97348fba707c18e84debc888ae","Online Web","Manchester United",1,"83.99"
"138a585efc94963813900d426d275b807334be13f9be836200774a3cb6a08736","Manual Admin","Argentina",1,"639.96"
"13aa563cefe6c16fca07bfac09b8d5c330b41b643c179ce64c561f4b31c0b4a9","Online Web","Bolivia",1,"224.99"
"13aa563cefe6c16fca07bfac09b8d5c330b41b643c179ce64c561f4b31c0b4a9","Online Web","PSG",1,"854.91"
"13aa563cefe6c16fca07bfac09b8d5c330b41b643c179ce64c561f4b31c0b4a9","Other Channels","Boca Juniors",2,"94.98"
"13aa563cefe6c16fca07bfac09b8d5c330b41b643c179ce64c561f4b31c0b4a9","Other Channels","PSG",2,"1499.97"
"13bfec7fd9cb91de24a8aacd1296242e35105f01dd01aac9068542361fc7a821","Online Web","Oriente Petrolero",1,"779.94"
"13df18e1dfd0d737e199e6dd3ab33522f5c53e38dd5ea5bc28d0a071e1c82a0f","Point of Sale","PSG",1,"789.98"
"13e0708f1eef53a03a6a73a72186d7eb06f955e84986d49f475d84cdbc10ec4e","Online Web","Formula 1",1,"899.94"
"1424b3fb321c852b36e6c96293c10c4f30df861b5e8b50fe170f449ee6e27e57","Online Web","Oriente Petrolero",2,"539.89"
"1437823f4ae5563d4a8f83737d85decf9d5065e107a11aec24dc2d19cdc27be5","Online Web","Oriente Petrolero",1,"1429.89"
"1437823f4ae5563d4a8f83737d85decf9d5065e107a11aec24dc2d19cdc27be5","Online Web","River Plate",1,"227.00"
"1437823f4ae5563d4a8f83737d85decf9d5065e107a11aec24dc2d19cdc27be5","Point of Sale","Oriente Petrolero",1,"1429.89"
"1437823f4ae5563d4a8f83737d85decf9d5065e107a11aec24dc2d19cdc27be5","Point of Sale","River Plate",1,"227.00"
"14452ad8ab8a6b6fb8adf9e99b4852e9d6ddc907566fecc2cd1cb2b299b602a2","Manual Admin","Oriente Petrolero",1,"1029.91"
"145627648fb6d84adeeaaa5cdc581f6ab8e750ef33be5bd2a930e988046cc73c","Online Web","Oriente Petrolero",1,"1754.92"
"148fe3d75a45ff8f636cba5868899b61172d870dab2b3486fed550a88352fb08","Manual Admin","Oriente Petrolero",1,"89.98"
"148fe3d75a45ff8f636cba5868899b61172d870dab2b3486fed550a88352fb08","Online Web","Oriente Petrolero",1,"534.94"
"14df484e536c44b203b30d819dc082f6f719679d92780a40ada724347cd7ecf1","Online Web","Oriente Petrolero",1,"479.96"
"14eebf496e6597827cd0917644ccc5cbf3d05f6a7f995ab7e99d71c772d4dd44","Online Web","Better Call Saul",1,"489.96"
"151fbeeee9d612a66836b0db74a46810beffc6d67c2dc0d2aca05fc80c54bfe8","Manual Admin","Oriente Petrolero",1,"599.94"
"15214bb7c2a6d3a8bad33a051f152e39d9ebb96615adea56d745393abfad6b35","Manual Admin","PSG",1,"674.99"
"1530071e946d95857207aee78f995a3f143b4fb92900bb169b65c6c8d348c7fb","Other Channels","Blackpink",1,"599.94"
"1530071e946d95857207aee78f995a3f143b4fb92900bb169b65c6c8d348c7fb","Other Channels","Chelsea",1,"599.94"
"1530071e946d95857207aee78f995a3f143b4fb92900bb169b65c6c8d348c7fb","Other Channels","NBA",1,"599.94"
"153276127f34ccb588649d6b6672abcffb1334c4d7b4fa84b73dcffc1dfa0221","Manual Admin","Oriente Petrolero",1,"49.99"
"1557d90787616c8eb8ce263443ffcc10ad9f7c23458b96de16822b27afe75c70","Other Channels","Oriente Petrolero",1,"1349.95"
"15869cd9e983c5a33937f359b2c8acef59825483053f26a208d178529acad9de","Online Web","PSG",1,"909.93"
"15869cd9e983c5a33937f359b2c8acef59825483053f26a208d178529acad9de","Other Channels","PSG",1,"909.93"
"159ca8f96c549125a35b90227a5cb94c77d06982bc0bc2cc8d7eb9a9a757fa86","Online Web","Oriente Petrolero",1,"909.93"
"15c29eebf17dfa271a1a2f0347a59381fa758a50c1564d93d339d03249350ef1","Manual Admin","Formula 1",1,"2989.79"
"15d7b263780eaa4bbaf7f04eed36da5c5165febda41f082df851b162fc197051","Online Web","Oriente Petrolero",1,"539.91"
"15df85d988ff54f6450d49193c9f2f64ca6d203ac182f9da662565eeff02fce0","Online Web","Formula 1",1,"109.98"
"15e56eedb03fecedb7add4cb893d8921f64cec6426ab4e74d23474d7bf94cae9","Online Web","Oriente Petrolero",1,"99.98"
"15edd0addf4f1b154d7da915196d6ca71788869e705c4bd19392102fac365f0d","Online Web","Oriente Petrolero",1,"699.93"
"15f61a38d2f752b8bd7acf145d0c3d52098fcc684253d57dc7cf9084da163d1c","Online Web","Oriente Petrolero",1,"1903.00"
"160537f551434b25d501ac8685895b719b8c711ea7ada31917947caf14822257","Other Channels","Juventus",1,"964.91"
"163cd151c4e42067736b1640bd1344b67d42fe4df962a310e879f2a0164292de","Online Web","Oriente Petrolero",1,"591.00"
"1654b79550049887405c84cbcc8f601f5fffb881fe3333355100eda6245f815f","Online Web","Apparel",1,"1199.95"
"1654b79550049887405c84cbcc8f601f5fffb881fe3333355100eda6245f815f","Online Web","Barcelona",1,"1765.90"
"1654b79550049887405c84cbcc8f601f5fffb881fe3333355100eda6245f815f","Online Web","Liverpool",1,"165.00"
"1654b79550049887405c84cbcc8f601f5fffb881fe3333355100eda6245f815f","Other Channels","Apparel",3,"3563.15"
"1654b79550049887405c84cbcc8f601f5fffb881fe3333355100eda6245f815f","Other Channels","Barcelona",3,"6223.38"
"1654b79550049887405c84cbcc8f601f5fffb881fe3333355100eda6245f815f","Other Channels","Tenis",1,"383.96"
"1658d20b4bd6dc0576e1ed4869df1fee446c4a1084be21f3dafe3a2122de7696","Online Web","Oriente Petrolero",1,"1044.93"
"16893f8a98be2e24702342f61e95029403869a5258c962020a1980e06e2633c4","Online Web","Oriente Petrolero",1,"59.99"
"169970b5b513dfbc8d8bfbd0960e3274be75c144e95a7f85ca1f410fb27f30e2","Online Web","Apparel",1,"359.97"
"169970b5b513dfbc8d8bfbd0960e3274be75c144e95a7f85ca1f410fb27f30e2","Online Web","Daddy Yankee",1,"359.97"
"169970b5b513dfbc8d8bfbd0960e3274be75c144e95a7f85ca1f410fb27f30e2","Online Web","Oriente Petrolero",1,"239.98"
"16a1f68371ec7eed42b83bea8078278f4a23fb533f93d0d204c37716590a070d","Online Web","Oriente Petrolero",1,"1689.87"
"16a1f68371ec7eed42b83bea8078278f4a23fb533f93d0d204c37716590a070d","Other Channels","Oriente Petrolero",1,"65.00"
"16b36f05a2c5762aba583a073730af39a12ad69c1dd6bee1aca07d75ca809213","Online Web","Oriente Petrolero",1,"49.99"
"16c388818639ed792ba188cb2c839cfcd7027289d4dbc8f30387a169e062f87f","Manual Admin","Oriente Petrolero",1,"1199.92"
"16d90b45cdff25d38e7da5f33701a20afcc062dca7ab3a87994616a0d7db56f0","Online Web","Oriente Petrolero",1,"59.99"
"1703b962a664ccfe2d0eb84fcc4a62ffd72206f6c8bdd7b2e32a191fd2a28caa","Manual Admin","Boca Juniors",1,"59.99"
"1703b962a664ccfe2d0eb84fcc4a62ffd72206f6c8bdd7b2e32a191fd2a28caa","Manual Admin","Tenis",1,"59.99"
"170f9c21af30c8c6908508a002aa1126e37562e02790a8e2fb9ccc8407ec5ce2","Online Web","Oriente Petrolero",1,"59.99"
"17149f462fa82c22fe2dec97fcf28ae13b80c20a314bc53adabb40e82f546725","Manual Admin","Barcelona",1,"168.00"
"17149f462fa82c22fe2dec97fcf28ae13b80c20a314bc53adabb40e82f546725","Online Web","Barcelona",1,"276.00"
"172619b2abe65d6b65a360ab2555b6535637cb6b2e04b297252955d6b85817be","Manual Admin","Oriente Petrolero",1,"920.00"
"172619b2abe65d6b65a360ab2555b6535637cb6b2e04b297252955d6b85817be","Manual Admin","River Plate",1,"942.00"
"17349698c7cb39f2fb15a5997a866d51bc2af2a0f9508dd79600be3ecbda9cb2","Manual Admin","Oriente Petrolero",1,"519.96"
"173ed4452ee07674d398c3a9ccc616a27afe6f272626d3b9f39e03547f2fd083","Online Web","Manchester United",1,"354.97"
"174d1a5992e259a7f525c37354ca4976920b5019c7ac19c932df3340f067c4dd","Manual Admin","Barcelona",1,"389.97"
"174d1a5992e259a7f525c37354ca4976920b5019c7ac19c932df3340f067c4dd","Manual Admin","Better Call Saul",1,"429.96"
"174d1a5992e259a7f525c37354ca4976920b5019c7ac19c932df3340f067c4dd","Manual Admin","Oriente Petrolero",1,"159.99"
"174d1a5992e259a7f525c37354ca4976920b5019c7ac19c932df3340f067c4dd","Online Web","Barcelona",1,"389.97"
"174d1a5992e259a7f525c37354ca4976920b5019c7ac19c932df3340f067c4dd","Online Web","Better Call Saul",1,"429.96"
"174d1a5992e259a7f525c37354ca4976920b5019c7ac19c932df3340f067c4dd","Online Web","Oriente Petrolero",2,"804.96"
"17518b72ac606565f8a8c465b07b9f472fc0696a1c651f500461c4138fbb052f","Online Web","Oriente Petrolero",1,"68.00"
"175c4404cfe872bfdd39468e7d460e1440c60712d2d4359584ff14ab123191af","Online Web","Oriente Petrolero",1,"1394.88"
"17802d5aab1a3d6b279a70d144c9547ed89374570c22d3314cbed0fd8b765802","Manual Admin","Brasil",1,"575.00"
"17808e4300ee13b85d508ce2064ea3cda3e732ee66c8fb202c4cf8136e2bc52d","Manual Admin","PSG",1,"759.96"
"1781cda39a4bc00f4ad0a4daa9a3dacb66cda2b2283d90dbec754046147fb328","Manual Admin","Formula 1",1,"59.99"
"178c46f0fe9359a84e437415ec2e5ad49d13830e27beab0937d3e2b7052d5c86","Point of Sale","Boca Juniors",1,"519.96"
"178c46f0fe9359a84e437415ec2e5ad49d13830e27beab0937d3e2b7052d5c86","Point of Sale","Juventus",1,"569.98"
"179cbcf1a16b28759ee81449f10428423d468f690c46d758078b54c3e0d53b4f","Other Channels","Barcelona",1,"475.00"
"17fe75059450ffebabf5396e7939af52e2b311bf2fce6b785e6f0f496591108d","Manual Admin","Bolivia",1,"69.99"
"17fe75059450ffebabf5396e7939af52e2b311bf2fce6b785e6f0f496591108d","Manual Admin","Inglaterra",1,"139.98"
"17fe75059450ffebabf5396e7939af52e2b311bf2fce6b785e6f0f496591108d","Manual Admin","Italia",1,"69.99"
"180eac537b4b51935cc6a2fbd64d14fadad84a213ceb7c53bdfb8e3735a12792","Point of Sale","River Plate",1,"599.96"
"186c0b2170f8706d2f775f455fde1bb3f1fb90414f1847c5234e3bc4e1df0516","Manual Admin","Blackpink",1,"839.94"
"186c0b2170f8706d2f775f455fde1bb3f1fb90414f1847c5234e3bc4e1df0516","Manual Admin","Chelsea",1,"839.94"
"186c0b2170f8706d2f775f455fde1bb3f1fb90414f1847c5234e3bc4e1df0516","Manual Admin","Italia",1,"580.00"
"186c0b2170f8706d2f775f455fde1bb3f1fb90414f1847c5234e3bc4e1df0516","Manual Admin","NBA",1,"839.94"
"18768cda52c20f2f0e436e505d4494506a95b765dc7ec8fe1dc51396d9a7b4ad","Online Web","Oriente Petrolero",1,"39.99"
"187d816bdbcf1fcfd6f7c303b57093164c42ee51a2e3fbd8f45743d5346bd0d2","Manual Admin","Dr. Strange",1,"749.95"
"187d816bdbcf1fcfd6f7c303b57093164c42ee51a2e3fbd8f45743d5346bd0d2","Manual Admin","Formula 1",1,"2059.83"
"18ade47aedaa6fd7a2ecded69626b5f2ce650c61fca931e39aa63513ff4bf138","Online Web","Other Trends",1,"50.00"
"18b61d507ca2887a75d42b14e5e04be030de596b367dac758079e6a866cc254e","Online Web","Bolivia",1,"69.99"
"18c30db83c404951a09e72e67724a9b67d8211de26bc50c03f2fd133d75c9b8a","Manual Admin","Better Call Saul",2,"79.98"
"18d9708e6f3a7e752393240123b3508c5a48b8d349e551e16a5db0d7aea15e13","Online Web","Oriente Petrolero",1,"2866.30"
"18e515435a286637814c42575d2e84854eff42d43c1fbcbc31eebee05d3cf5d8","Other Channels","Élite",1,"249.98"
"18e9a603590f464f79d593abf89308d12992cedf3e7e331d0617c8847359739e","Manual Admin","Formula 1",1,"749.95"
"18ed2d5cc891d6ba7b5a1df23fbee53dd807c8278c644372e0ffb825df52acf4","Online Web","Oriente Petrolero",1,"50.00"
"18f01d6a69a712793f241ef49bc5f1837299f19f5a242030f8beba65347c8766","Online Web","Oriente Petrolero",1,"45.00"
"18f756b1dc3f19804d208b53659c2eb88c59dd9b52832bd85d0076b0432f3113","Online Web","Oriente Petrolero",1,"2488.96"
"191d5f48ec41c1a241d9cf42c2e7fc70fe3982fc86ec18b003babf1343784708","Online Web","Manchester United",1,"39.99"
"1920beb14c99110b75a2db61a45dc00f1cb5d2b1a9f1a429a29f53545c111410","Online Web","Oriente Petrolero",1,"2044.80"
"1929845f996764038042d571f070a74ce9eb0096700264d3f6066e4cb32e4d20","Manual Admin","PSG",1,"699.93"
"19300eadfd01de6caea4fc9b1811a25ffd3256666375f7de1a773cdeed21e455","Manual Admin","Formula 1",1,"599.96"
"1936ce6171f19dbf82ee324b83d24a782c4d2d5a03f3aefaf5d80aeb21ae334b","Point of Sale","River Plate",1,"548.00"
"1939e7a763ffbeedc37ef29f3f1d455e88b8665450e18f67b10c1b5f4842ccf8","Online Web","Oriente Petrolero",1,"999.90"
"195de8e948b2cccfc13095670dc8baa3b27b5546196ef3afc62134785ac1ea4c","Manual Admin","Formula 1",1,"119.98"
"195de8e948b2cccfc13095670dc8baa3b27b5546196ef3afc62134785ac1ea4c","Manual Admin","Tenis",1,"119.98"
"1969dad1107c8f115ec645fe737eff7b4b7a4dad630c9dad186930f8b75d0b33","Other Channels","Oriente Petrolero",1,"69.99"
"198b37740ab89844d8a9524ecc5b5b73053cf88fad23a26c838b5e4c1e04576e","Online Web","Manchester United",1,"49.99"
"198b37740ab89844d8a9524ecc5b5b73053cf88fad23a26c838b5e4c1e04576e","Online Web","Real Madrid",1,"15.00"
"19b1c085ae82d720d2df94ff38de20f1b4b9b9ff27bcf4bae6965753abdcabea","Online Web","Alemania",1,"139.99"
"19b1c085ae82d720d2df94ff38de20f1b4b9b9ff27bcf4bae6965753abdcabea","Online Web","Bolivia",1,"435.00"
"19b1c085ae82d720d2df94ff38de20f1b4b9b9ff27bcf4bae6965753abdcabea","Online Web","Juventus",1,"435.00"
"19c2ca65d346fe6e8c98fcabefbe45c0a721e28bc8d452756e6c5782837c67e2","Online Web","Oriente Petrolero",1,"460.00"
"19c35fa5597f8573840ad26748b3ee307c989c83d256de8eb654bc7de38705c8","Manual Admin","Oriente Petrolero",2,"559.92"
"19e3295db9515ecb604e7046b005ac8acb23ce094e37feed26c18bf5c60ff22a","Online Web","Oriente Petrolero",1,"839.94"
"19f00717c3d496845beccd26e80e0096d7079a6d89079c60d7963bc84e396bb6","Point of Sale","Oriente Petrolero",1,"719.94"
"1a0a4749908eb349855d6f4dbea7377c53f2afddba5e79c601a6826dc2934e19","Online Web","Oriente Petrolero",2,"319.96"
"1a0ec65e10c9e21f2060991211abd313dcb1ef0c0b3f77cf6fbeb3da5a83338d","Manual Admin","Tenis",1,"579.99"
"1a0fb5b8065d716cf8eba5e035fda61a3b872d25dd59955d238ee3851e57e3ef","Online Web","Oriente Petrolero",1,"69.99"
"1a2d30697e63f8d7bec2d787c2354234214e7073c8066f25972a776f25fdb77a","Manual Admin","PSG",1,"1555.00"
"1a53aa6c5cb8a33486ab57f63d946f5318d83e61f7b2a6ee88a71884d376b196","Online Web","Oriente Petrolero",1,"69.99"
"1a64f12ccd48ab980a3a8169e2b0430f070301eee0f052c842ff312b0d1a4f20","Manual Admin","Inglaterra",1,"519.96"
"1a64f12ccd48ab980a3a8169e2b0430f070301eee0f052c842ff312b0d1a4f20","Manual Admin","Oriente Petrolero",1,"340.00"
"1a64f12ccd48ab980a3a8169e2b0430f070301eee0f052c842ff312b0d1a4f20","Online Web","Italia",1,"679.92"
"1a64f12ccd48ab980a3a8169e2b0430f070301eee0f052c842ff312b0d1a4f20","Online Web","Juventus",1,"49.99"
"1a64f12ccd48ab980a3a8169e2b0430f070301eee0f052c842ff312b0d1a4f20","Online Web","Oriente Petrolero",7,"3290.91"
"1a64f12ccd48ab980a3a8169e2b0430f070301eee0f052c842ff312b0d1a4f20","Online Web","Real Madrid",2,"779.79"
"1a64f12ccd48ab980a3a8169e2b0430f070301eee0f052c842ff312b0d1a4f20","Other Channels","Inglaterra",1,"519.96"
"1a64f12ccd48ab980a3a8169e2b0430f070301eee0f052c842ff312b0d1a4f20","Other Channels","Italia",1,"249.97"
"1a64f12ccd48ab980a3a8169e2b0430f070301eee0f052c842ff312b0d1a4f20","Other Channels","Oriente Petrolero",2,"1490.00"
"1a7cd7ace2c08d9367a5b52ecb005913e1c68832a50b01b00bbb0c597b8b93af","Online Web","Oriente Petrolero",1,"120.00"
"1ab42c774b09bf20049e45b3f4c9fdc6a4daf1a2afde939f4f7c196056fbe8e7","Online Web","Oriente Petrolero",1,"65.00"
"1aca84ea5ab07214d3619248a3373c416ef92751cad96842085632ee6e01a1be","Other Channels","Bolivia",1,"419.94"
"1adf8041bc1bc45971f132ee938a99c9b6b475545cbada9f423e8f8e06f0c3bb","Other Channels","Oriente Petrolero",1,"59.99"
"1b064d61cfe95ca237b5e27d998e6f2e620f7ff67845a54db643f58af4bfd163","Online Web","Oriente Petrolero",1,"39.99"
"1b291547e659cf81a4932716e2be45649601b0afd83669bcc826f3744071a94c","Online Web","Oriente Petrolero",1,"799.92"
"1b2bc8d3fc8218a2184df1ae38e8db573af889f42233a7a5997fb4e7f188acbc","Online Web","Oriente Petrolero",1,"65.00"
"1b30ea7fc5a0fbc8925d854cc5a67b44dcbbd653a8f0c8409b67e6f61569e69f","Manual Admin","Francia",1,"69.99"
"1b30ea7fc5a0fbc8925d854cc5a67b44dcbbd653a8f0c8409b67e6f61569e69f","Manual Admin","Oriente Petrolero",1,"985.00"
"1b30ea7fc5a0fbc8925d854cc5a67b44dcbbd653a8f0c8409b67e6f61569e69f","Other Channels","Francia",1,"69.99"
"1b30ea7fc5a0fbc8925d854cc5a67b44dcbbd653a8f0c8409b67e6f61569e69f","Other Channels","Oriente Petrolero",1,"985.00"
"1b3573817e330e93227ba94f5a5ad181c798ca62211138e96b20297b49332676","Manual Admin","Real Madrid",1,"69.99"
"1bb322d0b50fb55ae0c14ad0519683436d475b95e9c37a2ffbd6d7b4ba2f3d10","Online Web","Oriente Petrolero",2,"1884.89"
"1bc386c6d71f80b1ccf4f5549659298efc210954aded59f15d79fb7c251e8068","Other Channels","Oriente Petrolero",1,"95.00"
"1bc8231f17ca8ec6ca26ff2a8b64118257c6f1557047f37473f12edde8de4928","Online Web","Oriente Petrolero",1,"120.00"
"1bd0c6dc8895475b4d073a06767ea6f7ade0a3ac4b8f54e3394de6d9d2c328ab","Manual Admin","Italia",1,"379.97"
"1bd0c6dc8895475b4d073a06767ea6f7ade0a3ac4b8f54e3394de6d9d2c328ab","Manual Admin","Oriente Petrolero",1,"159.96"
"1bd0c6dc8895475b4d073a06767ea6f7ade0a3ac4b8f54e3394de6d9d2c328ab","Online Web","Italia",1,"379.97"
"1bd0c6dc8895475b4d073a06767ea6f7ade0a3ac4b8f54e3394de6d9d2c328ab","Online Web","Oriente Petrolero",1,"159.96"
"1bfd67437d4d91ffeed7903507964f300d7757d32ef39258a69a600dc65907d7","Manual Admin","Bolivia",1,"1139.85"
"1c095dcb31fd4d8b04d53e786f7d0cba13eb804fa4597c719a93b8442e139455","Point of Sale","Oriente Petrolero",1,"59.99"
"1c8076257124c6adae49f65e86751e1e6f7a3ecfebe3aa404262798c7ea635e5","Other Channels","Oriente Petrolero",1,"65.00"
"1c9dd255ac2452db070172153edef4eaeb06d8fda3123722ff8186e06fcc4701","Other Channels","Manchester United",1,"899.94"
"1cab639d5095a3dfa065e9bee756e8adc45bb0cc9bfebe78875bcc47d6e6bbc0","Manual Admin","Formula 1",1,"119.98"
"1cacaffe6cf365f062273b32eecb1dc937002d195d000da546fa7480c48b2b4d","Manual Admin","Formula 1",1,"899.94"
"1cb37dfd4f327357856310df3901f0fcaf7b3565e6854a5cabf70bf348b38dd5","Manual Admin","Oriente Petrolero",1,"179.98"
"1d1932cf188ed866b74e8ca49f9b0b29dfeb70caa05fb6cfabba5c78beef558c","Online Web","Formula 1",1,"480.99"
"1d1fb1950f07ffbfa6701b9d97550b1820f2a7671c9502ab05ace62b9dda68e2","Other Channels","Bolivia",2,"2879.76"
"1d2c96b41ca707b5031b5eaff85b00a35edfba29b73776628d09375a1d0ddec7","Online Web","Better Call Saul",1,"109.98"
"1d436ccf081147cc4e2f970f31caceeadbda53957ef2cbd150cb81fee1bd1280","Manual Admin","Better Call Saul",1,"279.98"
"1d5b4562bc9426a989edae6fba2d0c277bbc336a1703da1f4cee3b2e4c340f3e","Online Web","Oriente Petrolero",1,"120.00"
"1d5e594719e6af0feeb5e35d16ccb107e564a927a874b83849d7e4006d0f48f4","Other Channels","Alemania",1,"39.99"
"1d5e594719e6af0feeb5e35d16ccb107e564a927a874b83849d7e4006d0f48f4","Other Channels","Inglaterra",1,"99.99"
"1d5e594719e6af0feeb5e35d16ccb107e564a927a874b83849d7e4006d0f48f4","Other Channels","Italia",1,"149.99"
"1d9212e0c9612f7507a30f84f00f7a7045636eda2d8d81b6b034f1489d1a712c","Online Web","Oriente Petrolero",1,"1749.93"
"1da2e63207a1879dd22fb0379a50f60d850a6ac269cc33946d451ee8391e2a28","Manual Admin","Tenis",1,"479.96"
"1db7c0af6b88da1379c325634e132cc0bf6fa8c61ba580291b7b09bcba528638","Online Web","Oriente Petrolero",1,"394.00"
"1db7c0af6b88da1379c325634e132cc0bf6fa8c61ba580291b7b09bcba528638","Online Web","Real Madrid",1,"59.99"
"1db7c0af6b88da1379c325634e132cc0bf6fa8c61ba580291b7b09bcba528638","Point of Sale","Oriente Petrolero",1,"394.00"
"1db7c0af6b88da1379c325634e132cc0bf6fa8c61ba580291b7b09bcba528638","Point of Sale","Real Madrid",1,"59.99"
"1df63860bd384f40b848edc9e9d78bf9d6b961e66b8e79c9994bd2fd8154a4db","Online Web","Oriente Petrolero",1,"467.96"
"1e6e3386e1b7435939a63e1bca758ccaf87e7c43b2179fc5263131c0a6b65ee8","Online Web","Oriente Petrolero",1,"39.99"
"1e803687591abc4e1830111708942c44f6e166d9caa9a4632a27b7e414ca461a","Other Channels","Brasil",1,"290.00"
"1e844c89d33b25b104c9d5ea3a81a5dfa6982ee607327500a1805f27b66b23c1","Online Web","Formula 1",5,"2649.47"
"1e844c89d33b25b104c9d5ea3a81a5dfa6982ee607327500a1805f27b66b23c1","Online Web","Juventus",1,"59.99"
"1e844c89d33b25b104c9d5ea3a81a5dfa6982ee607327500a1805f27b66b23c1","Other Channels","Formula 1",1,"59.99"
"1e857014d691889c369438325941463aa15d01bad27e4c94ec51c9398aafaea6","Other Channels","River Plate",1,"89.99"
"1eb99c1910a7c6c65035b02f9be2c184368cc974d2b5d4b70488a0129fa3b236","Manual Admin","Chelsea",1,"69.99"
"1eb99c1910a7c6c65035b02f9be2c184368cc974d2b5d4b70488a0129fa3b236","Manual Admin","Inglaterra",1,"69.99"
"1eb99c1910a7c6c65035b02f9be2c184368cc974d2b5d4b70488a0129fa3b236","Manual Admin","Manchester United",1,"59.99"
"1eda36ff199903118aa8fb1a4a5cadcab465c90d4f55d5d48d4f6e5a43be856a","Online Web","Oriente Petrolero",1,"659.90"
"1f0e98f4416eaa4752f23605e3e9f4cc63703c29ac08468e438a321e4d194d49","Online Web","Oriente Petrolero",1,"65.00"
"1f0e98f4416eaa4752f23605e3e9f4cc63703c29ac08468e438a321e4d194d49","Other Channels","Oriente Petrolero",1,"65.00"
"1f1d7501540696fa380a9ae0ae85ad331f12a996329980e464cb9c9c34786eae","Other Channels","PSG",1,"1399.86"
