order_id,order_date,store_code,customer_key,channel_name,season_type,sport_event_name,niche_term,product_category,line_total,quantity
21096,2020-10-21T18:17:05.000Z,"PA","669d9b8f96974f15cccf4d1bae3074ebe373a14e8c79df17d5b711b8fe0fe19a","Online Web","Regular Period","No Special Event","Oriente Petrolero","Caps","39.99","1.000"
21097,2020-10-21T21:51:56.000Z,"PA","5abf321c97cf87cd3448e37e890e9e993f1abf9f4f359b58d3201a6b95e1d306","Manual Admin","Regular Period","No Special Event","Oriente Petrolero","Caps","79.98","2.000"
21098,2021-06-22T01:08:57.000Z,"RBN","9ebdc2e3b85de28e82f5a69d0252d51f7b4577cb28dbc5c2f95fa13961ddbd72","Online Web","Regular Period","No Special Event","Italia","Adult","179.99","1.000"
21098,2021-06-22T01:08:57.000Z,"RBN","9ebdc2e3b85de28e82f5a69d0252d51f7b4577cb28dbc5c2f95fa13961ddbd72","Online Web","Regular Period","No Special Event","Italia","Adult","99.99","1.000"
21098,2021-06-22T01:08:57.000Z,"RBN","9ebdc2e3b85de28e82f5a69d0252d51f7b4577cb28dbc5c2f95fa13961ddbd72","Online Web","Regular Period","No Special Event","Oriente Petrolero","Caps","39.99","1.000"
21099,2020-10-22T08:27:59.000Z,"PA","5d63ff52653a185972d645624576cee3a7aede2f432fa42fca61c1b347bdbf43","Online Web","Regular Period","No Special Event","Oriente Petrolero","Caps","79.98","2.000"
21101,2020-10-22T21:01:08.000Z,"PA","","Manual Admin","Regular Period","No Special Event","Oriente Petrolero","Poleras","199.98","2.000"
21102,2021-06-23T03:05:01.000Z,"RBN","ec8265ef97709cd62328ec818c481dd969c56e2f9485db305ea75be1bebe03e4","Manual Admin","Regular Period","No Special Event","Oriente Petrolero","Caps","39.99","1.000"
21102,2021-06-23T03:05:01.000Z,"RBN","ec8265ef97709cd62328ec818c481dd969c56e2f9485db305ea75be1bebe03e4","Manual Admin","Regular Period","No Special Event","Juventus","Adult","179.99","1.000"
21103,2020-10-22T21:08:01.000Z,"PA","","Manual Admin","Regular Period","No Special Event","Oriente Petrolero","Caps","39.99","1.000"
21104,2020-10-22T23:12:09.000Z,"PA","ab5784026377d1e1ea25224d3c32d6a6aecd9c076af69f4ab9f54174037beb05","Manual Admin","Regular Period","No Special Event","Oriente Petrolero","Poleras","99.99","1.000"
21104,2020-10-22T23:12:09.000Z,"PA","ab5784026377d1e1ea25224d3c32d6a6aecd9c076af69f4ab9f54174037beb05","Manual Admin","Regular Period","No Special Event","Oriente Petrolero","Caps","39.99","1.000"
