niche_a,niche_b,channel_name,shared_customers_count,overlap_percentage
Alemania,Croacia,Online Web,1,3.70
Alemania,Portugal,Manual Admin,1,3.70
Game of Thrones,Liverpool,Manual Admin,1,3.70
Alemania,España,Other Channels,1,3.70
Alemania,Liverpool,Other Channels,1,3.70
Game of Thrones,EDM,Online Web,1,3.70
Game of Thrones,PSG,Online Web,1,3.70
Alemania,Bayern Münich,Online Web,1,3.70
Alemania,Chelsea,Other Channels,1,3.70
Alemania,Harry Styles,Other Channels,1,3.70
Alemania,Other Trends,Manual Admin,1,3.70
Game of Thrones,Bolivia,Online Web,1,3.70
Game of Thrones,Italia,Online Web,1,3.70
Alemania,Bolivia,Manual Admin,1,3.70
Alemania,Élite,Other Channels,1,3.70
Alemania,Juventus,Point of Sale,1,3.70
Alemania,River Plate,Point of Sale,1,3.70
Alemania,BTS,Point of Sale,1,3.70
Alemania,Game of Thrones,Other Channels,1,3.70
Game of Thrones,Inglaterra,Manual Admin,1,3.70
Alemania,Boca Juniors,Manual Admin,1,3.70
Alemania,EDM,Other Channels,1,3.70
Alemania,Real Madrid,Point of Sale,1,3.70
Game of Thrones,Alemania,Manual Admin,1,3.70
Game of Thrones,Dr. Strange,Manual Admin,1,3.70
Game of Thrones,Portugal,Manual Admin,1,3.70
Alemania,Francia,Other Channels,1,3.70
Alemania,NBA,Other Channels,1,3.70
Alemania,Blackpink,Manual Admin,1,3.70
Alemania,Dr. Strange,Other Channels,1,3.70
Alemania,Italia,Online Web,1,3.70
Alemania,PSG,Point of Sale,1,3.70
Alemania,Argentina,Point of Sale,1,3.70
Alemania,Breaking Bad Universe,Point of Sale,1,3.70
Real Madrid,Juventus,Manual Admin,5,3.65
Real Madrid,Manchester United,Manual Admin,5,3.65
Real Madrid,Other Trends,Online Web,5,3.65
Real Madrid,PSG,Manual Admin,5,3.65
Chelsea,Juventus,Other Channels,3,3.61
Chelsea,NBA,Manual Admin,3,3.61
Chelsea,Apparel,Online Web,3,3.61
Chelsea,Liverpool,Manual Admin,3,3.61
Chelsea,River Plate,Manual Admin,3,3.61
Chelsea,Boca Juniors,Manual Admin,3,3.61
Chelsea,Inglaterra,Manual Admin,3,3.61
Chelsea,Liverpool,Online Web,3,3.61
PSG,Chelsea,Manual Admin,5,3.60
PSG,Italia,Manual Admin,5,3.60
PSG,Real Madrid,Manual Admin,5,3.60
PSG,Bolivia,Online Web,5,3.60
PSG,Italia,Online Web,5,3.60
PSG,Manchester United,Other Channels,5,3.60
PSG,Liverpool,Manual Admin,5,3.60
PSG,Juventus,Online Web,5,3.60
Juventus,Argentina,Manual Admin,3,3.57
Juventus,Chelsea,Online Web,3,3.57
Juventus,Apparel,Online Web,3,3.57
Juventus,Liverpool,Manual Admin,3,3.57
Juventus,Chelsea,Other Channels,3,3.57
Juventus,Apparel,Other Channels,3,3.57
Juventus,Alemania,Manual Admin,3,3.57
Juventus,Boca Juniors,Manual Admin,3,3.57
Juventus,Tenis,Manual Admin,3,3.57
Juventus,Other Trends,Online Web,3,3.57
Juventus,Liverpool,Online Web,3,3.57
Juventus,Alemania,Online Web,3,3.57
Barcelona,River Plate,Point of Sale,2,3.51
Barcelona,Real Madrid,Online Web,2,3.51
Barcelona,Brasil,Other Channels,2,3.51
Barcelona,Better Call Saul,Other Channels,2,3.51
Barcelona,Chelsea,Point of Sale,2,3.51
Barcelona,Tenis,Point of Sale,2,3.51
Barcelona,Tenis,Manual Admin,2,3.51
Barcelona,Holanda,Online Web,2,3.51
Barcelona,Other Trends,Online Web,2,3.51
Barcelona,Real Madrid,Other Channels,2,3.51
Barcelona,Apparel,Point of Sale,2,3.51
Barcelona,PSG,Point of Sale,2,3.51
Barcelona,Brasil,Manual Admin,2,3.51
Barcelona,Better Call Saul,Manual Admin,2,3.51
Barcelona,NBA,Manual Admin,2,3.51
Barcelona,Bolivia,Online Web,2,3.51
Barcelona,Liverpool,Other Channels,2,3.51
Barcelona,Holanda,Other Channels,2,3.51
Barcelona,Argentina,Point of Sale,2,3.51
Barcelona,Juventus,Point of Sale,2,3.51
Barcelona,Real Madrid,Point of Sale,2,3.51
Barcelona,Real Madrid,Manual Admin,2,3.51
Barcelona,Brasil,Online Web,2,3.51
Barcelona,Manchester United,Other Channels,2,3.51
Liverpool,Apparel,Other Channels,3,3.49
Liverpool,PSG,Online Web,3,3.49
Liverpool,Boca Juniors,Manual Admin,3,3.49
Liverpool,Barcelona,Online Web,3,3.49
Liverpool,Juventus,Online Web,3,3.49
Liverpool,Real Madrid,Online Web,3,3.49
Liverpool,PSG,Other Channels,3,3.49
Liverpool,Inglaterra,Manual Admin,3,3.49
Liverpool,Chelsea,Manual Admin,3,3.49
Liverpool,River Plate,Online Web,3,3.49
Liverpool,Brasil,Manual Admin,3,3.49
Liverpool,PSG,Point of Sale,3,3.49
Liverpool,Apparel,Online Web,3,3.49
Liverpool,Manchester United,Other Channels,3,3.49
Liverpool,Barcelona,Manual Admin,3,3.49
Liverpool,Real Madrid,Point of Sale,3,3.49
Liverpool,Argentina,Online Web,3,3.49
Liverpool,Italia,Online Web,3,3.49
Manchester United,EDM,Manual Admin,4,3.28
Manchester United,Other Trends,Other Channels,4,3.28
Tenis,Oriente Petrolero,Other Channels,4,3.28
Manchester United,Italia,Manual Admin,4,3.28
Manchester United,Chelsea,Online Web,4,3.28
Manchester United,Barcelona,Point of Sale,4,3.28
Manchester United,Boca Juniors,Point of Sale,4,3.28
Manchester United,Liverpool,Manual Admin,4,3.28
Apparel,Formula 1,Manual Admin,3,3.26
Apparel,Juventus,Online Web,3,3.26
Apparel,EDM,Manual Admin,3,3.26
Apparel,River Plate,Online Web,3,3.26
Apparel,Barcelona,Other Channels,3,3.26
Apparel,Juventus,Other Channels,3,3.26
Apparel,EDM,Online Web,3,3.26
Apparel,Chelsea,Online Web,3,3.26
Apparel,Boca Juniors,Other Channels,3,3.26
Apparel,Tenis,Other Channels,3,3.26
Boca Juniors,Manchester United,Online Web,3,3.23
Boca Juniors,Juventus,Point of Sale,3,3.23
Boca Juniors,Real Madrid,Point of Sale,3,3.23
Boca Juniors,Real Madrid,Manual Admin,3,3.23
Boca Juniors,Manchester United,Other Channels,3,3.23
Boca Juniors,Barcelona,Manual Admin,3,3.23
Boca Juniors,Liverpool,Manual Admin,3,3.23
Boca Juniors,Apparel,Other Channels,3,3.23
Boca Juniors,PSG,Other Channels,3,3.23
Boca Juniors,Chelsea,Manual Admin,3,3.23
Boca Juniors,Bolivia,Manual Admin,3,3.23
Boca Juniors,River Plate,Online Web,3,3.23
Boca Juniors,PSG,Point of Sale,3,3.23
Boca Juniors,PSG,Manual Admin,3,3.23
Argentina,Brasil,Point of Sale,2,3.13
Argentina,Better Call Saul,Manual Admin,2,3.13
Argentina,Alemania,Online Web,2,3.13
Argentina,Bolivia,Online Web,2,3.13
Argentina,Portugal,Online Web,2,3.13
Argentina,Chelsea,Online Web,2,3.13
Argentina,Other Trends,Other Channels,2,3.13
Argentina,Barcelona,Point of Sale,2,3.13
Argentina,Real Madrid,Point of Sale,2,3.13
Argentina,Brasil,Online Web,2,3.13
Argentina,Italia,Online Web,2,3.13
Argentina,Croacia,Online Web,2,3.13
Argentina,Manchester United,Other Channels,2,3.13
Argentina,Boca Juniors,Point of Sale,2,3.13
Argentina,River Plate,Manual Admin,2,3.13
Argentina,Juventus,Online Web,2,3.13
Argentina,Chelsea,Point of Sale,2,3.13
Argentina,Bolivia,Manual Admin,2,3.13
Argentina,EDM,Manual Admin,2,3.13
Argentina,Alemania,Manual Admin,2,3.13
Argentina,River Plate,Online Web,2,3.13
Argentina,Holanda,Online Web,2,3.13
Argentina,Oriente Petrolero,Other Channels,2,3.13
Formula 1,Oriente Petrolero,Other Channels,7,2.97
Formula 1,Tenis,Online Web,7,2.97
Real Madrid,River Plate,Manual Admin,4,2.92
Real Madrid,Other Trends,Manual Admin,4,2.92
Real Madrid,Juventus,Online Web,4,2.92
Real Madrid,Chelsea,Point of Sale,4,2.92
Real Madrid,EDM,Manual Admin,4,2.92
PSG,Manchester United,Point of Sale,4,2.88
PSG,Argentina,Point of Sale,4,2.88
PSG,Chelsea,Online Web,4,2.88
PSG,Apparel,Online Web,4,2.88
PSG,Juventus,Point of Sale,4,2.88
PSG,River Plate,Manual Admin,4,2.88
PSG,Boca Juniors,Manual Admin,4,2.88
River Plate,Apparel,Point of Sale,2,2.67
River Plate,Bolivia,Manual Admin,2,2.67
River Plate,Inglaterra,Manual Admin,2,2.67
River Plate,PSG,Point of Sale,2,2.67
River Plate,Argentina,Manual Admin,2,2.67
River Plate,Brasil,Manual Admin,2,2.67
River Plate,Italia,Manual Admin,2,2.67
River Plate,Manchester United,Online Web,2,2.67
River Plate,Apparel,Online Web,2,2.67
River Plate,Inglaterra,Online Web,2,2.67
River Plate,Boca Juniors,Other Channels,2,2.67
River Plate,Juventus,Point of Sale,2,2.67
River Plate,Real Madrid,Point of Sale,2,2.67
River Plate,Barcelona,Point of Sale,2,2.67
River Plate,Juventus,Manual Admin,2,2.67
River Plate,Argentina,Online Web,2,2.67
River Plate,Italia,Online Web,2,2.67
River Plate,Boca Juniors,Point of Sale,2,2.67
River Plate,Formula 1,Manual Admin,2,2.67
River Plate,Liverpool,Manual Admin,2,2.67
River Plate,Alemania,Manual Admin,2,2.67
River Plate,Juventus,Online Web,2,2.67
Other Trends,Blackpink,Other Channels,1,2.63
Other Trends,Daddy Yankee,Other Channels,1,2.63
Other Trends,Breaking Bad Universe,Other Channels,1,2.63
Bolivia,Argentina,Online Web,2,2.63
Other Trends,España,Other Channels,1,2.63
Other Trends,Juventus,Other Channels,1,2.63
Other Trends,River Plate,Online Web,1,2.63
Bolivia,Juventus,Online Web,2,2.63
Other Trends,Better Call Saul,Point of Sale,1,2.63
Other Trends,Croacia,Point of Sale,1,2.63
Bolivia,Belgica,Other Channels,2,2.63
Other Trends,Game of Thrones,Point of Sale,1,2.63
Other Trends,NBA,Other Channels,1,2.63
Other Trends,Argentina,Point of Sale,1,2.63
Other Trends,Brasil,Point of Sale,1,2.63
Bolivia,Apparel,Other Channels,2,2.63
Other Trends,Élite,Point of Sale,1,2.63
Other Trends,Italia,Point of Sale,1,2.63
Bolivia,PSG,Other Channels,2,2.63
Other Trends,Game of Thrones,Manual Admin,1,2.63
Bolivia,Chelsea,Point of Sale,2,2.63
Other Trends,NASA,Other Channels,1,2.63
Other Trends,Uruguay,Point of Sale,1,2.63
Bolivia,Manchester United,Point of Sale,2,2.63
Other Trends,Argentina,Manual Admin,1,2.63
Bolivia,Alemania,Point of Sale,2,2.63
Other Trends,Élite,Manual Admin,1,2.63
Other Trends,PSG,Point of Sale,1,2.63
Other Trends,Better Call Saul,Manual Admin,1,2.63
Other Trends,Croacia,Manual Admin,1,2.63
Other Trends,Uruguay,Manual Admin,1,2.63
Bolivia,Manchester United,Manual Admin,2,2.63
Other Trends,Apparel,Online Web,1,2.63
Other Trends,Bolivia,Online Web,1,2.63
Other Trends,EDM,Online Web,1,2.63
Other Trends,Inglaterra,Online Web,1,2.63
Other Trends,Belgica,Online Web,1,2.63
Other Trends,Chelsea,Online Web,1,2.63
Other Trends,Francia,Online Web,1,2.63
Other Trends,Manchester United,Online Web,1,2.63
Other Trends,Alemania,Other Channels,1,2.63
Other Trends,Boca Juniors,Other Channels,1,2.63
Other Trends,Dr. Strange,Other Channels,1,2.63
Other Trends,Holanda,Other Channels,1,2.63
Other Trends,Portugal,Online Web,1,2.63
Other Trends,Bayern Münich,Other Channels,1,2.63
Other Trends,BTS,Other Channels,1,2.63
Bolivia,Barcelona,Online Web,2,2.63
Other Trends,Formula 1,Other Channels,1,2.63
Other Trends,Tenis,Online Web,1,2.63
Bolivia,Liverpool,Online Web,2,2.63
Other Trends,Blackpink,Point of Sale,1,2.63
Other Trends,Daddy Yankee,Point of Sale,1,2.63
Other Trends,Harry Styles,Point of Sale,1,2.63
Other Trends,Barcelona,Point of Sale,1,2.63
Other Trends,Breaking Bad Universe,Point of Sale,1,2.63
Other Trends,España,Point of Sale,1,2.63
Other Trends,Juventus,Point of Sale,1,2.63
Other Trends,River Plate,Other Channels,1,2.63
Bolivia,Real Madrid,Other Channels,2,2.63
Other Trends,Blackpink,Manual Admin,1,2.63
Other Trends,Daddy Yankee,Manual Admin,1,2.63
Other Trends,Harry Styles,Manual Admin,1,2.63
Other Trends,NBA,Point of Sale,1,2.63
Other Trends,Breaking Bad Universe,Manual Admin,1,2.63
Other Trends,España,Manual Admin,1,2.63
Other Trends,Real Madrid,Point of Sale,1,2.63
Other Trends,Croacia,Online Web,1,2.63
Other Trends,Game of Thrones,Online Web,1,2.63
Other Trends,Argentina,Online Web,1,2.63
Bolivia,Apparel,Manual Admin,2,2.63
Other Trends,Élite,Online Web,1,2.63
Bolivia,Brasil,Manual Admin,2,2.63
Other Trends,Italia,Online Web,1,2.63
Other Trends,Better Call Saul,Online Web,1,2.63
Other Trends,Uruguay,Online Web,1,2.63
Other Trends,Apparel,Other Channels,1,2.63
Other Trends,Bolivia,Other Channels,1,2.63
Bolivia,Alemania,Online Web,2,2.63
Other Trends,EDM,Other Channels,1,2.63
Other Trends,Inglaterra,Other Channels,1,2.63
Other Trends,PSG,Online Web,1,2.63
Bolivia,Inglaterra,Online Web,2,2.63
Other Trends,Belgica,Other Channels,1,2.63
Other Trends,Chelsea,Other Channels,1,2.63
Other Trends,Francia,Other Channels,1,2.63
Other Trends,Alemania,Point of Sale,1,2.63
Other Trends,Boca Juniors,Point of Sale,1,2.63
Other Trends,Dr. Strange,Point of Sale,1,2.63
Other Trends,Holanda,Point of Sale,1,2.63
Other Trends,Portugal,Other Channels,1,2.63
Bolivia,Holanda,Other Channels,2,2.63
Other Trends,Bayern Münich,Point of Sale,1,2.63
Other Trends,BTS,Point of Sale,1,2.63
Bolivia,Barcelona,Other Channels,2,2.63
Other Trends,Formula 1,Point of Sale,1,2.63
Other Trends,Liverpool,Point of Sale,1,2.63
Bolivia,Formula 1,Other Channels,2,2.63
Other Trends,Alemania,Manual Admin,1,2.63
Other Trends,Boca Juniors,Manual Admin,1,2.63
Other Trends,Dr. Strange,Manual Admin,1,2.63
Other Trends,Holanda,Manual Admin,1,2.63
Other Trends,Oriente Petrolero,Point of Sale,1,2.63
Other Trends,Bayern Münich,Manual Admin,1,2.63
Other Trends,BTS,Manual Admin,1,2.63
Other Trends,River Plate,Point of Sale,1,2.63
Other Trends,Blackpink,Online Web,1,2.63
Other Trends,Daddy Yankee,Online Web,1,2.63
Other Trends,Harry Styles,Online Web,1,2.63
Other Trends,Breaking Bad Universe,Online Web,1,2.63
Bolivia,Argentina,Manual Admin,2,2.63
Other Trends,España,Online Web,1,2.63
Other Trends,River Plate,Manual Admin,1,2.63
Bolivia,Real Madrid,Manual Admin,2,2.63
Other Trends,Better Call Saul,Other Channels,1,2.63
Other Trends,Croacia,Other Channels,1,2.63
Other Trends,Game of Thrones,Other Channels,1,2.63
Other Trends,NBA,Online Web,1,2.63
Other Trends,Brasil,Other Channels,1,2.63
Bolivia,Apparel,Online Web,2,2.63
Other Trends,Italia,Other Channels,1,2.63
Bolivia,Chelsea,Other Channels,2,2.63
Other Trends,Manchester United,Point of Sale,1,2.63
Other Trends,Uruguay,Other Channels,1,2.63
Bolivia,Manchester United,Other Channels,2,2.63
Bolivia,Tenis,Other Channels,2,2.63
Other Trends,Apparel,Point of Sale,1,2.63
Other Trends,Bolivia,Point of Sale,1,2.63
Bolivia,Alemania,Other Channels,2,2.63
Other Trends,EDM,Point of Sale,1,2.63
Other Trends,Inglaterra,Point of Sale,1,2.63
Other Trends,Belgica,Point of Sale,1,2.63
Other Trends,Chelsea,Point of Sale,1,2.63
Bolivia,Bayern Münich,Other Channels,2,2.63
Other Trends,Francia,Point of Sale,1,2.63
Bolivia,Liverpool,Point of Sale,2,2.63
Other Trends,Apparel,Manual Admin,1,2.63
Other Trends,Bolivia,Manual Admin,1,2.63
Other Trends,Inglaterra,Manual Admin,1,2.63
Other Trends,Portugal,Point of Sale,1,2.63
Other Trends,Belgica,Manual Admin,1,2.63
Other Trends,Francia,Manual Admin,1,2.63
Other Trends,Tenis,Point of Sale,1,2.63
Other Trends,Alemania,Online Web,1,2.63
Other Trends,Boca Juniors,Online Web,1,2.63
Other Trends,Dr. Strange,Online Web,1,2.63
Other Trends,Holanda,Online Web,1,2.63
Other Trends,Portugal,Manual Admin,1,2.63
Other Trends,Bayern Münich,Online Web,1,2.63
Other Trends,BTS,Online Web,1,2.63
Other Trends,Formula 1,Online Web,1,2.63
Other Trends,Liverpool,Online Web,1,2.63
Bolivia,Liverpool,Manual Admin,2,2.63
Bolivia,River Plate,Manual Admin,2,2.63
Italia,Belgica,Other Channels,1,2.56
Italia,Chelsea,Other Channels,1,2.56
Italia,Francia,Other Channels,1,2.56
Italia,NBA,Other Channels,1,2.56
Italia,Uruguay,Other Channels,1,2.56
Italia,Apparel,Other Channels,1,2.56
Italia,Bolivia,Other Channels,1,2.56
Italia,EDM,Other Channels,1,2.56
Italia,PSG,Other Channels,1,2.56
Italia,BTS,Point of Sale,1,2.56
Italia,Formula 1,Point of Sale,1,2.56
Italia,Tenis,Point of Sale,1,2.56
Italia,Alemania,Point of Sale,1,2.56
Italia,Boca Juniors,Point of Sale,1,2.56
Italia,Dr. Strange,Point of Sale,1,2.56
Italia,Holanda,Point of Sale,1,2.56
Italia,Portugal,Point of Sale,1,2.56
Italia,Bayern Münich,Point of Sale,1,2.56
Italia,Tenis,Manual Admin,1,2.56
Italia,Dr. Strange,Manual Admin,1,2.56
Italia,Holanda,Manual Admin,1,2.56
Italia,Portugal,Manual Admin,1,2.56
Italia,Bayern Münich,Manual Admin,1,2.56
Italia,BTS,Manual Admin,1,2.56
Italia,Formula 1,Manual Admin,1,2.56
Italia,Blackpink,Online Web,1,2.56
Italia,Daddy Yankee,Online Web,1,2.56
Italia,Harry Styles,Online Web,1,2.56
Italia,Other Trends,Online Web,1,2.56
Italia,Breaking Bad Universe,Online Web,1,2.56
Italia,España,Online Web,1,2.56
Italia,Better Call Saul,Other Channels,1,2.56
Italia,Croacia,Other Channels,1,2.56
Italia,Game of Thrones,Other Channels,1,2.56
Italia,Argentina,Other Channels,1,2.56
Italia,Brasil,Other Channels,1,2.56
Italia,Élite,Other Channels,1,2.56
Italia,Belgica,Point of Sale,1,2.56
Italia,Chelsea,Point of Sale,1,2.56
Italia,Francia,Point of Sale,1,2.56
Italia,NBA,Point of Sale,1,2.56
Italia,Uruguay,Point of Sale,1,2.56
Italia,Bolivia,Point of Sale,1,2.56
Italia,EDM,Point of Sale,1,2.56
Italia,Inglaterra,Point of Sale,1,2.56
Italia,PSG,Point of Sale,1,2.56
Italia,Belgica,Manual Admin,1,2.56
Italia,Uruguay,Manual Admin,1,2.56
Italia,EDM,Manual Admin,1,2.56
Italia,Formula 1,Online Web,1,2.56
Italia,Tenis,Online Web,1,2.56
Italia,Boca Juniors,Online Web,1,2.56
Italia,Dr. Strange,Online Web,1,2.56
Italia,Holanda,Online Web,1,2.56
Italia,Portugal,Online Web,1,2.56
Italia,Bayern Münich,Online Web,1,2.56
Italia,BTS,Online Web,1,2.56
Italia,Blackpink,Other Channels,1,2.56
Italia,Daddy Yankee,Other Channels,1,2.56
Italia,Harry Styles,Other Channels,1,2.56
Italia,Other Trends,Other Channels,1,2.56
Italia,Barcelona,Other Channels,1,2.56
Italia,Breaking Bad Universe,Other Channels,1,2.56
Italia,España,Other Channels,1,2.56
Italia,Liverpool,Other Channels,1,2.56
Italia,River Plate,Other Channels,1,2.56
Italia,Better Call Saul,Point of Sale,1,2.56
Italia,Croacia,Point of Sale,1,2.56
Italia,Game of Thrones,Point of Sale,1,2.56
Italia,Argentina,Point of Sale,1,2.56
Italia,Brasil,Point of Sale,1,2.56
Italia,Élite,Point of Sale,1,2.56
Italia,Real Madrid,Point of Sale,1,2.56
Italia,Better Call Saul,Manual Admin,1,2.56
Italia,Croacia,Manual Admin,1,2.56
Italia,Game of Thrones,Manual Admin,1,2.56
Italia,Élite,Manual Admin,1,2.56
Italia,Belgica,Online Web,1,2.56
Italia,Francia,Online Web,1,2.56
Italia,NBA,Online Web,1,2.56
Italia,Uruguay,Online Web,1,2.56
Italia,Apparel,Online Web,1,2.56
Italia,Bolivia,Online Web,1,2.56
Italia,Formula 1,Other Channels,1,2.56
Italia,Manchester United,Other Channels,1,2.56
Italia,Tenis,Other Channels,1,2.56
Italia,Boca Juniors,Other Channels,1,2.56
Italia,Dr. Strange,Other Channels,1,2.56
Italia,Holanda,Other Channels,1,2.56
Italia,Portugal,Other Channels,1,2.56
Italia,Bayern Münich,Other Channels,1,2.56
Italia,BTS,Other Channels,1,2.56
Italia,River Plate,Point of Sale,1,2.56
Italia,Blackpink,Point of Sale,1,2.56
Italia,Daddy Yankee,Point of Sale,1,2.56
Italia,Harry Styles,Point of Sale,1,2.56
Italia,Other Trends,Point of Sale,1,2.56
Italia,Barcelona,Point of Sale,1,2.56
Italia,Breaking Bad Universe,Point of Sale,1,2.56
Italia,España,Point of Sale,1,2.56
Italia,Liverpool,Point of Sale,1,2.56
Italia,Blackpink,Manual Admin,1,2.56
Italia,Daddy Yankee,Manual Admin,1,2.56
Italia,Harry Styles,Manual Admin,1,2.56
Italia,Breaking Bad Universe,Manual Admin,1,2.56
Italia,España,Manual Admin,1,2.56
Italia,Better Call Saul,Online Web,1,2.56
Italia,Croacia,Online Web,1,2.56
Italia,Game of Thrones,Online Web,1,2.56
Oriente Petrolero,Real Madrid,Online Web,50,2.56
Italia,Brasil,Online Web,1,2.56
Italia,Élite,Online Web,1,2.56
Tenis,Juventus,Online Web,3,2.46
Tenis,Barcelona,Online Web,3,2.46
Manchester United,Chelsea,Point of Sale,3,2.46
Manchester United,Boca Juniors,Online Web,3,2.46
Manchester United,Liverpool,Online Web,3,2.46
Tenis,Barcelona,Other Channels,3,2.46
Manchester United,Real Madrid,Point of Sale,3,2.46
Tenis,Manchester United,Online Web,3,2.46
Manchester United,Bolivia,Online Web,3,2.46
Manchester United,EDM,Online Web,3,2.46
Manchester United,Boca Juniors,Other Channels,3,2.46
Tenis,Oriente Petrolero,Point of Sale,3,2.46
Tenis,Juventus,Manual Admin,3,2.46
Manchester United,River Plate,Manual Admin,3,2.46
Manchester United,Bolivia,Other Channels,3,2.46
Tenis,Apparel,Other Channels,3,2.46
Manchester United,Alemania,Point of Sale,3,2.46
Tenis,Other Trends,Manual Admin,3,2.46
Chelsea,Bolivia,Point of Sale,2,2.41
Chelsea,PSG,Point of Sale,2,2.41
Chelsea,Alemania,Online Web,2,2.41
Chelsea,Boca Juniors,Online Web,2,2.41
Chelsea,Inglaterra,Online Web,2,2.41
Chelsea,Liverpool,Other Channels,2,2.41
Chelsea,Argentina,Point of Sale,2,2.41
Chelsea,Real Madrid,Manual Admin,2,2.41
Chelsea,NBA,Online Web,2,2.41
Chelsea,Barcelona,Point of Sale,2,2.41
Chelsea,Liverpool,Point of Sale,2,2.41
Chelsea,Argentina,Online Web,2,2.41
Chelsea,Real Madrid,Online Web,2,2.41
Chelsea,PSG,Other Channels,2,2.41
Chelsea,NBA,Other Channels,2,2.41
Chelsea,Boca Juniors,Point of Sale,2,2.41
Chelsea,Tenis,Manual Admin,2,2.41
Chelsea,Alemania,Manual Admin,2,2.41
Chelsea,Other Trends,Online Web,2,2.41
Juventus,Italia,Point of Sale,2,2.38
Juventus,Brasil,Manual Admin,2,2.38
Juventus,Bolivia,Online Web,2,2.38
Juventus,Inglaterra,Online Web,2,2.38
Juventus,Manchester United,Other Channels,2,2.38
Juventus,Tenis,Other Channels,2,2.38
Juventus,Barcelona,Point of Sale,2,2.38
Juventus,Liverpool,Point of Sale,2,2.38
Juventus,River Plate,Point of Sale,2,2.38
Juventus,River Plate,Manual Admin,2,2.38
Juventus,Argentina,Online Web,2,2.38
Juventus,PSG,Other Channels,2,2.38
Juventus,Boca Juniors,Point of Sale,2,2.38
Juventus,Formula 1,Manual Admin,2,2.38
Juventus,River Plate,Online Web,2,2.38
Juventus,Francia,Point of Sale,2,2.38
Juventus,Francia,Manual Admin,2,2.38
Juventus,NBA,Manual Admin,2,2.38
Juventus,Tenis,Online Web,2,2.38
Juventus,Formula 1,Online Web,2,2.38
Liverpool,Tenis,Other Channels,2,2.33
Liverpool,Manchester United,Point of Sale,2,2.33
Liverpool,Alemania,Manual Admin,2,2.33
Liverpool,Other Trends,Manual Admin,2,2.33
Liverpool,River Plate,Manual Admin,2,2.33
Liverpool,Élite,Other Channels,2,2.33
Liverpool,Apparel,Point of Sale,2,2.33
Liverpool,Bolivia,Point of Sale,2,2.33
Liverpool,Apparel,Manual Admin,2,2.33
Liverpool,Bolivia,Manual Admin,2,2.33
Liverpool,Alemania,Online Web,2,2.33
Liverpool,Manchester United,Online Web,2,2.33
Liverpool,Tenis,Manual Admin,2,2.33
Liverpool,NBA,Manual Admin,2,2.33
Liverpool,Bolivia,Online Web,2,2.33
Liverpool,Tenis,Online Web,2,2.33
Liverpool,Other Trends,Other Channels,2,2.33
Liverpool,Juventus,Point of Sale,2,2.33
Real Madrid,PSG,Online Web,3,2.19
Real Madrid,Bolivia,Other Channels,3,2.19
Real Madrid,Liverpool,Point of Sale,3,2.19
Real Madrid,Boca Juniors,Point of Sale,3,2.19
Real Madrid,Boca Juniors,Manual Admin,3,2.19
Real Madrid,PSG,Other Channels,3,2.19
Real Madrid,Manchester United,Point of Sale,3,2.19
Real Madrid,Liverpool,Online Web,3,2.19
Real Madrid,Bolivia,Online Web,3,2.19
Real Madrid,Inglaterra,Online Web,3,2.19
Real Madrid,Other Trends,Other Channels,3,2.19
Apparel,Boca Juniors,Point of Sale,2,2.17
Apparel,Formula 1,Point of Sale,2,2.17
Apparel,Real Madrid,Online Web,2,2.17
Apparel,Blackpink,Online Web,2,2.17
Apparel,PSG,Other Channels,2,2.17
Apparel,Bolivia,Manual Admin,2,2.17
Apparel,Formula 1,Online Web,2,2.17
Apparel,Italia,Point of Sale,2,2.17
Apparel,PSG,Point of Sale,2,2.17
Apparel,Italia,Manual Admin,2,2.17
Apparel,Bolivia,Online Web,2,2.17
Apparel,Tenis,Online Web,2,2.17
Apparel,Liverpool,Other Channels,2,2.17
Apparel,River Plate,Other Channels,2,2.17
Apparel,Game of Thrones,Online Web,2,2.17
PSG,Bolivia,Manual Admin,3,2.16
PSG,EDM,Manual Admin,3,2.16
PSG,Liverpool,Online Web,3,2.16
PSG,Alemania,Online Web,3,2.16
PSG,Argentina,Manual Admin,3,2.16
PSG,Francia,Online Web,3,2.16
PSG,Liverpool,Other Channels,3,2.16
PSG,Boca Juniors,Other Channels,3,2.16
PSG,Real Madrid,Online Web,3,2.16
PSG,Argentina,Online Web,3,2.16
PSG,Chelsea,Other Channels,3,2.16
PSG,Apparel,Other Channels,3,2.16
PSG,Bolivia,Other Channels,3,2.16
PSG,Liverpool,Point of Sale,3,2.16
PSG,Boca Juniors,Point of Sale,3,2.16
PSG,Alemania,Manual Admin,3,2.16
PSG,River Plate,Online Web,3,2.16
Boca Juniors,Chelsea,Online Web,2,2.15
Boca Juniors,Bolivia,Online Web,2,2.15
Boca Juniors,River Plate,Other Channels,2,2.15
Boca Juniors,Argentina,Point of Sale,2,2.15
Boca Juniors,Juventus,Manual Admin,2,2.15
Boca Juniors,Game of Thrones,Online Web,2,2.15
Boca Juniors,Brasil,Online Web,2,2.15
Boca Juniors,PSG,Online Web,2,2.15
Boca Juniors,Bolivia,Other Channels,2,2.15
Boca Juniors,River Plate,Point of Sale,2,2.15
Boca Juniors,Formula 1,Manual Admin,2,2.15
Boca Juniors,Juventus,Online Web,2,2.15
Boca Juniors,Real Madrid,Online Web,2,2.15
