niche_a,niche_b,channel_name,shared_customers_count,overlap_percentage
Better Call Saul,Holanda,Point of Sale,1,5.26
Better Call Saul,Real Madrid,Manual Admin,1,5.26
Better Call Saul,Apparel,Point of Sale,1,5.26
Harry Styles,Argentina,Manual Admin,1,5.26
Better Call Saul,Chelsea,Manual Admin,1,5.26
Better Call Saul,Harry Styles,Point of Sale,1,5.26
Better Call Saul,PSG,Manual Admin,1,5.26
Other Trends,Liverpool,Other Channels,2,5.26
Harry Styles,Élite,Manual Admin,1,5.26
Better Call Saul,Élite,Other Channels,1,5.26
Better Call Saul,Manchester United,Manual Admin,1,5.26
Better Call Saul,Alemania,Point of Sale,1,5.26
Better Call Saul,BTS,Manual Admin,1,5.26
Harry Styles,Netflix,Other Channels,1,5.26
Better Call Saul,Game of Thrones,Point of Sale,1,5.26
Better Call Saul,Portugal,Manual Admin,1,5.26
Better Call Saul,Blackpink,Manual Admin,1,5.26
Harry Styles,Daddy Yankee,Manual Admin,1,5.26
Better Call Saul,EDM,Other Channels,1,5.26
Better Call Saul,Liverpool,Manual Admin,1,5.26
Barcelona,Alemania,Manual Admin,3,5.26
Better Call Saul,Uruguay,Other Channels,1,5.26
Better Call Saul,Breaking Bad Universe,Online Web,1,5.26
Harry Styles,Liverpool,Manual Admin,1,5.26
Better Call Saul,Francia,Point of Sale,1,5.26
Better Call Saul,Other Trends,Manual Admin,1,5.26
Barcelona,Liverpool,Online Web,3,5.26
Better Call Saul,Belgica,Manual Admin,1,5.26
Better Call Saul,Dr. Strange,Other Channels,1,5.26
Harry Styles,Uruguay,Manual Admin,1,5.26
Better Call Saul,Juventus,Manual Admin,1,5.26
Better Call Saul,Tenis,Other Channels,1,5.26
Other Trends,NBA,Manual Admin,2,5.26
Better Call Saul,Brasil,Other Channels,1,5.26
Harry Styles,Inglaterra,Manual Admin,1,5.26
Better Call Saul,Formula 1,Point of Sale,1,5.26
Other Trends,Brasil,Online Web,2,5.26
Better Call Saul,Bayern Münich,Manual Admin,1,5.26
Harry Styles,Bolivia,Manual Admin,1,5.26
Better Call Saul,Daddy Yankee,Other Channels,1,5.26
Harry Styles,River Plate,Manual Admin,1,5.26
Better Call Saul,Italia,Manual Admin,1,5.26
Better Call Saul,River Plate,Other Channels,1,5.26
Better Call Saul,Bolivia,Other Channels,1,5.26
Harry Styles,Francia,Manual Admin,1,5.26
Better Call Saul,España,Point of Sale,1,5.26
Better Call Saul,NBA,Other Channels,1,5.26
Bolivia,EDM,Online Web,4,5.26
Better Call Saul,Croacia,Other Channels,1,5.26
Harry Styles,PSG,Manual Admin,1,5.26
Better Call Saul,Inglaterra,Manual Admin,1,5.26
Better Call Saul,Real Madrid,Other Channels,1,5.26
Bolivia,Chelsea,Online Web,4,5.26
Better Call Saul,Manchester United,Other Channels,1,5.26
Harry Styles,Barcelona,Manual Admin,1,5.26
Better Call Saul,Chelsea,Other Channels,1,5.26
Harry Styles,Other Trends,Manual Admin,1,5.26
Better Call Saul,Holanda,Manual Admin,1,5.26
Better Call Saul,PSG,Other Channels,1,5.26
Other Trends,Tenis,Other Channels,2,5.26
Better Call Saul,Boca Juniors,Other Channels,1,5.26
Harry Styles,Élite,Other Channels,1,5.26
Better Call Saul,Élite,Point of Sale,1,5.26
Better Call Saul,Apparel,Manual Admin,1,5.26
Harry Styles,Alemania,Manual Admin,1,5.26
Better Call Saul,BTS,Other Channels,1,5.26
Better Call Saul,Portugal,Other Channels,1,5.26
Other Trends,Formula 1,Manual Admin,2,5.26
Other Trends,Liverpool,Manual Admin,2,5.26
Better Call Saul,Blackpink,Other Channels,1,5.26
Better Call Saul,EDM,Point of Sale,1,5.26
Better Call Saul,Liverpool,Other Channels,1,5.26
Barcelona,Alemania,Online Web,3,5.26
Better Call Saul,Uruguay,Point of Sale,1,5.26
Better Call Saul,Alemania,Manual Admin,1,5.26
Better Call Saul,Breaking Bad Universe,Other Channels,1,5.26
Harry Styles,Manchester United,Manual Admin,1,5.26
Better Call Saul,Other Trends,Other Channels,1,5.26
Other Trends,Barcelona,Online Web,2,5.26
Better Call Saul,Belgica,Other Channels,1,5.26
Harry Styles,Chelsea,Manual Admin,1,5.26
Better Call Saul,Dr. Strange,Point of Sale,1,5.26
Better Call Saul,Juventus,Other Channels,1,5.26
Better Call Saul,Tenis,Point of Sale,1,5.26
Better Call Saul,Brasil,Point of Sale,1,5.26
Harry Styles,Italia,Manual Admin,1,5.26
Better Call Saul,Francia,Manual Admin,1,5.26
Other Trends,Argentina,Other Channels,2,5.26
Better Call Saul,Bayern Münich,Other Channels,1,5.26
Harry Styles,Brasil,Manual Admin,1,5.26
Better Call Saul,Daddy Yankee,Point of Sale,1,5.26
Harry Styles,Tenis,Manual Admin,1,5.26
Better Call Saul,Italia,Other Channels,1,5.26
Better Call Saul,River Plate,Point of Sale,1,5.26
Better Call Saul,Bolivia,Point of Sale,1,5.26
Better Call Saul,NBA,Point of Sale,1,5.26
Barcelona,Argentina,Manual Admin,3,5.26
Other Trends,PSG,Other Channels,2,5.26
Harry Styles,Blackpink,Manual Admin,1,5.26
Better Call Saul,Croacia,Point of Sale,1,5.26
Harry Styles,PSG,Other Channels,1,5.26
Better Call Saul,Inglaterra,Other Channels,1,5.26
Better Call Saul,Real Madrid,Point of Sale,1,5.26
Harry Styles,España,Manual Admin,1,5.26
Better Call Saul,España,Manual Admin,1,5.26
Better Call Saul,Manchester United,Point of Sale,1,5.26
Barcelona,Apparel,Online Web,3,5.26
Barcelona,Élite,Online Web,3,5.26
Other Trends,EDM,Manual Admin,2,5.26
Better Call Saul,Argentina,Other Channels,1,5.26
Harry Styles,Bayern Münich,Manual Admin,1,5.26
Better Call Saul,Chelsea,Point of Sale,1,5.26
Harry Styles,Other Trends,Other Channels,1,5.26
Better Call Saul,Holanda,Other Channels,1,5.26
Better Call Saul,PSG,Point of Sale,1,5.26
Other Trends,Chelsea,Manual Admin,2,5.26
Better Call Saul,Boca Juniors,Point of Sale,1,5.26
Better Call Saul,Apparel,Other Channels,1,5.26
Harry Styles,Apparel,Manual Admin,1,5.26
Better Call Saul,BTS,Point of Sale,1,5.26
Better Call Saul,Harry Styles,Other Channels,1,5.26
Better Call Saul,Portugal,Point of Sale,1,5.26
Barcelona,Tenis,Other Channels,3,5.26
Better Call Saul,Blackpink,Point of Sale,1,5.26
Harry Styles,EDM,Manual Admin,1,5.26
Better Call Saul,Élite,Manual Admin,1,5.26
Better Call Saul,Liverpool,Point of Sale,1,5.26
Italia,Manchester United,Point of Sale,2,5.13
Italia,Boca Juniors,Manual Admin,2,5.13
Italia,River Plate,Online Web,2,5.13
Italia,Oriente Petrolero,Other Channels,2,5.13
Italia,Juventus,Other Channels,2,5.13
Italia,Real Madrid,Other Channels,2,5.13
Italia,Apparel,Point of Sale,2,5.13
Italia,Chelsea,Manual Admin,2,5.13
Italia,NBA,Manual Admin,2,5.13
Italia,Apparel,Manual Admin,2,5.13
Italia,Manchester United,Online Web,2,5.13
Italia,Alemania,Online Web,2,5.13
Italia,Oriente Petrolero,Point of Sale,2,5.13
Italia,Juventus,Point of Sale,2,5.13
Italia,Real Madrid,Manual Admin,2,5.13
Italia,EDM,Online Web,2,5.13
Italia,Inglaterra,Online Web,2,5.13
Italia,Alemania,Other Channels,2,5.13
Italia,River Plate,Manual Admin,2,5.13
Italia,Argentina,Online Web,2,5.13
Italia,Real Madrid,Online Web,2,5.13
Real Madrid,Juventus,Point of Sale,7,5.11
Real Madrid,PSG,Point of Sale,7,5.11
Formula 1,Tenis,Manual Admin,12,5.08
PSG,Real Madrid,Point of Sale,7,5.04
PSG,Manchester United,Online Web,7,5.04
Brasil,Uruguay,Online Web,1,5.00
Brasil,Breaking Bad Universe,Other Channels,1,5.00
Brasil,Game of Thrones,Online Web,1,5.00
Brasil,Portugal,Manual Admin,1,5.00
Brasil,Belgica,Online Web,1,5.00
Brasil,Juventus,Other Channels,1,5.00
Brasil,Bolivia,Other Channels,1,5.00
Brasil,Bayern Münich,Online Web,1,5.00
Brasil,Dr. Strange,Manual Admin,1,5.00
Brasil,Italia,Other Channels,1,5.00
Brasil,Tenis,Online Web,1,5.00
Brasil,Boca Juniors,Other Channels,1,5.00
Brasil,Formula 1,Online Web,1,5.00
Brasil,Barcelona,Online Web,1,5.00
Brasil,Daddy Yankee,Manual Admin,1,5.00
Brasil,Inglaterra,Other Channels,1,5.00
Brasil,River Plate,Online Web,1,5.00
Brasil,Blackpink,Other Channels,1,5.00
Brasil,España,Online Web,1,5.00
Brasil,NBA,Manual Admin,1,5.00
Brasil,Argentina,Other Channels,1,5.00
Brasil,Croacia,Manual Admin,1,5.00
Brasil,Real Madrid,Online Web,1,5.00
Brasil,Better Call Saul,Other Channels,1,5.00
Brasil,Élite,Online Web,1,5.00
Brasil,Manchester United,Manual Admin,1,5.00
Brasil,Apparel,Other Channels,1,5.00
Brasil,Chelsea,Manual Admin,1,5.00
Brasil,Harry Styles,Other Channels,1,5.00
Brasil,PSG,Online Web,1,5.00
Brasil,Uruguay,Other Channels,1,5.00
Brasil,Alemania,Other Channels,1,5.00
Brasil,BTS,Manual Admin,1,5.00
Brasil,Game of Thrones,Other Channels,1,5.00
Brasil,Belgica,Other Channels,1,5.00
Brasil,EDM,Online Web,1,5.00
Brasil,Breaking Bad Universe,Manual Admin,1,5.00
Brasil,Bayern Münich,Other Channels,1,5.00
Brasil,Dr. Strange,Online Web,1,5.00
Brasil,Tenis,Other Channels,1,5.00
Brasil,Formula 1,Other Channels,1,5.00
Brasil,Daddy Yankee,Online Web,1,5.00
Brasil,River Plate,Other Channels,1,5.00
Brasil,España,Other Channels,1,5.00
Brasil,NBA,Online Web,1,5.00
Brasil,Argentina,Point of Sale,1,5.00
Brasil,Inglaterra,Manual Admin,1,5.00
Brasil,Blackpink,Manual Admin,1,5.00
Brasil,Élite,Other Channels,1,5.00
Brasil,Manchester United,Online Web,1,5.00
Brasil,Argentina,Manual Admin,1,5.00
Brasil,Chelsea,Online Web,1,5.00
Brasil,Holanda,Manual Admin,1,5.00
Brasil,PSG,Other Channels,1,5.00
Brasil,Liverpool,Online Web,1,5.00
Brasil,Apparel,Manual Admin,1,5.00
Brasil,BTS,Online Web,1,5.00
Brasil,Harry Styles,Manual Admin,1,5.00
Brasil,Portugal,Other Channels,1,5.00
Brasil,Better Call Saul,Manual Admin,1,5.00
Brasil,EDM,Other Channels,1,5.00
Brasil,Breaking Bad Universe,Online Web,1,5.00
Brasil,Game of Thrones,Manual Admin,1,5.00
Brasil,Other Trends,Other Channels,1,5.00
Brasil,Belgica,Manual Admin,1,5.00
Brasil,Dr. Strange,Other Channels,1,5.00
Brasil,Juventus,Online Web,1,5.00
Brasil,Uruguay,Manual Admin,1,5.00
Brasil,Bolivia,Online Web,1,5.00
Brasil,Bayern Münich,Manual Admin,1,5.00
Brasil,Daddy Yankee,Other Channels,1,5.00
Brasil,Italia,Online Web,1,5.00
Brasil,Tenis,Manual Admin,1,5.00
Brasil,NBA,Other Channels,1,5.00
Brasil,Barcelona,Manual Admin,1,5.00
Brasil,Croacia,Other Channels,1,5.00
Brasil,Inglaterra,Online Web,1,5.00
Brasil,Blackpink,Online Web,1,5.00
Brasil,España,Manual Admin,1,5.00
Brasil,Manchester United,Other Channels,1,5.00
Brasil,Chelsea,Other Channels,1,5.00
Brasil,Élite,Manual Admin,1,5.00
Brasil,Liverpool,Other Channels,1,5.00
Brasil,Apparel,Online Web,1,5.00
Brasil,BTS,Other Channels,1,5.00
Brasil,Harry Styles,Online Web,1,5.00
Brasil,PSG,Manual Admin,1,5.00
Brasil,Better Call Saul,Online Web,1,5.00
Manchester United,Chelsea,Manual Admin,6,4.92
Tenis,Formula 1,Online Web,6,4.92
Manchester United,Real Madrid,Manual Admin,6,4.92
Manchester United,PSG,Other Channels,6,4.92
Manchester United,Boca Juniors,Manual Admin,6,4.92
Chelsea,Real Madrid,Point of Sale,4,4.82
Chelsea,Bolivia,Online Web,4,4.82
Chelsea,Italia,Online Web,4,4.82
Chelsea,PSG,Online Web,4,4.82
Chelsea,Juventus,Online Web,4,4.82
Chelsea,Manchester United,Point of Sale,4,4.82
Chelsea,Manchester United,Manual Admin,4,4.82
Francia,Formula 1,Other Channels,1,4.76
Francia,Other Trends,Manual Admin,1,4.76
Francia,Bayern Münich,Point of Sale,1,4.76
Francia,Daddy Yankee,Manual Admin,1,4.76
Francia,Italia,Point of Sale,1,4.76
Francia,Tenis,Manual Admin,1,4.76
Francia,España,Other Channels,1,4.76
Francia,Barcelona,Point of Sale,1,4.76
Francia,Croacia,Manual Admin,1,4.76
Francia,Inglaterra,Point of Sale,1,4.76
Francia,Argentina,Point of Sale,1,4.76
Francia,Chelsea,Manual Admin,1,4.76
Francia,Holanda,Point of Sale,1,4.76
Francia,Boca Juniors,Manual Admin,1,4.76
Francia,Élite,Other Channels,1,4.76
Francia,NBA,Manual Admin,1,4.76
Francia,Apparel,Point of Sale,1,4.76
Francia,BTS,Manual Admin,1,4.76
Francia,Harry Styles,Point of Sale,1,4.76
Juventus,PSG,Online Web,4,4.76
Francia,Blackpink,Manual Admin,1,4.76
Francia,EDM,Other Channels,1,4.76
Francia,Manchester United,Manual Admin,1,4.76
Francia,Alemania,Point of Sale,1,4.76
Francia,Breaking Bad Universe,Manual Admin,1,4.76
Francia,Game of Thrones,Point of Sale,1,4.76
Francia,Portugal,Other Channels,1,4.76
Francia,Better Call Saul,Manual Admin,1,4.76
Francia,Dr. Strange,Other Channels,1,4.76
Francia,Liverpool,Manual Admin,1,4.76
Francia,Uruguay,Other Channels,1,4.76
Francia,Brasil,Online Web,1,4.76
Francia,Formula 1,Point of Sale,1,4.76
Francia,Other Trends,Other Channels,1,4.76
Francia,Belgica,Manual Admin,1,4.76
Francia,Daddy Yankee,Other Channels,1,4.76
Francia,Tenis,Other Channels,1,4.76
Francia,Bolivia,Other Channels,1,4.76
Francia,España,Point of Sale,1,4.76
Francia,Bayern Münich,Manual Admin,1,4.76
Francia,Croacia,Other Channels,1,4.76
Francia,River Plate,Other Channels,1,4.76
Francia,NBA,Other Channels,1,4.76
Francia,Barcelona,Manual Admin,1,4.76
Francia,Chelsea,Other Channels,1,4.76
Francia,Real Madrid,Other Channels,1,4.76
Juventus,Real Madrid,Online Web,4,4.76
Francia,Boca Juniors,Other Channels,1,4.76
Francia,Élite,Point of Sale,1,4.76
Francia,BTS,Other Channels,1,4.76
Francia,Holanda,Manual Admin,1,4.76
Francia,PSG,Other Channels,1,4.76
Francia,Blackpink,Other Channels,1,4.76
Francia,EDM,Point of Sale,1,4.76
Francia,Manchester United,Other Channels,1,4.76
Francia,Apparel,Manual Admin,1,4.76
Francia,Breaking Bad Universe,Other Channels,1,4.76
Francia,Harry Styles,Manual Admin,1,4.76
Francia,Portugal,Point of Sale,1,4.76
Francia,Better Call Saul,Other Channels,1,4.76
Francia,Dr. Strange,Point of Sale,1,4.76
Francia,Liverpool,Other Channels,1,4.76
Francia,Uruguay,Point of Sale,1,4.76
Francia,Alemania,Manual Admin,1,4.76
Francia,Game of Thrones,Manual Admin,1,4.76
Francia,Other Trends,Point of Sale,1,4.76
Francia,Belgica,Other Channels,1,4.76
Francia,Daddy Yankee,Point of Sale,1,4.76
Francia,Juventus,Other Channels,1,4.76
Francia,Tenis,Point of Sale,1,4.76
Francia,Bolivia,Point of Sale,1,4.76
Francia,Formula 1,Manual Admin,1,4.76
Francia,Oriente Petrolero,Point of Sale,1,4.76
Francia,Bayern Münich,Other Channels,1,4.76
Francia,Croacia,Point of Sale,1,4.76
Francia,Italia,Other Channels,1,4.76
Francia,River Plate,Point of Sale,1,4.76
Juventus,Barcelona,Online Web,4,4.76
Francia,España,Manual Admin,1,4.76
Francia,NBA,Point of Sale,1,4.76
Francia,Barcelona,Other Channels,1,4.76
Francia,Chelsea,Point of Sale,1,4.76
Francia,Inglaterra,Other Channels,1,4.76
Francia,Real Madrid,Point of Sale,1,4.76
Francia,Boca Juniors,Point of Sale,1,4.76
Francia,Argentina,Other Channels,1,4.76
Francia,BTS,Point of Sale,1,4.76
Francia,Holanda,Other Channels,1,4.76
Francia,PSG,Point of Sale,1,4.76
Juventus,PSG,Point of Sale,4,4.76
Francia,Blackpink,Point of Sale,1,4.76
Francia,Élite,Manual Admin,1,4.76
Francia,Manchester United,Point of Sale,1,4.76
Francia,Apparel,Other Channels,1,4.76
Francia,Breaking Bad Universe,Point of Sale,1,4.76
Francia,Harry Styles,Other Channels,1,4.76
Francia,Better Call Saul,Point of Sale,1,4.76
Francia,Liverpool,Point of Sale,1,4.76
Francia,Alemania,Other Channels,1,4.76
Francia,Brasil,Point of Sale,1,4.76
Francia,Game of Thrones,Other Channels,1,4.76
Francia,Portugal,Manual Admin,1,4.76
Francia,Belgica,Point of Sale,1,4.76
Francia,Dr. Strange,Manual Admin,1,4.76
Francia,Uruguay,Manual Admin,1,4.76
Juventus,Manchester United,Online Web,4,4.76
Argentina,Italia,Manual Admin,3,4.69
Argentina,PSG,Manual Admin,3,4.69
Argentina,Barcelona,Manual Admin,3,4.69
Argentina,Juventus,Manual Admin,3,4.69
Argentina,PSG,Online Web,3,4.69
Argentina,Francia,Manual Admin,3,4.69
Argentina,Liverpool,Online Web,3,4.69
Liverpool,Manchester United,Manual Admin,4,4.65
Liverpool,Italia,Manual Admin,4,4.65
Liverpool,Chelsea,Online Web,4,4.65
Liverpool,Juventus,Manual Admin,4,4.65
EDM,Breaking Bad Universe,Other Channels,1,4.55
EDM,Liverpool,Other Channels,1,4.55
EDM,Bayern Münich,Manual Admin,1,4.55
EDM,Formula 1,Other Channels,1,4.55
EDM,Real Madrid,Other Channels,1,4.55
EDM,Juventus,Manual Admin,1,4.55
EDM,Argentina,Other Channels,1,4.55
EDM,España,Manual Admin,1,4.55
EDM,Dr. Strange,Other Channels,1,4.55
EDM,Other Trends,Other Channels,1,4.55
EDM,Inglaterra,Other Channels,1,4.55
EDM,Alemania,Manual Admin,1,4.55
EDM,Daddy Yankee,Manual Admin,1,4.55
EDM,Blackpink,Other Channels,1,4.55
EDM,Holanda,Manual Admin,1,4.55
EDM,Chelsea,Other Channels,1,4.55
EDM,NBA,Manual Admin,1,4.55
EDM,Better Call Saul,Manual Admin,1,4.55
EDM,Game of Thrones,Other Channels,1,4.55
EDM,Tenis,Other Channels,1,4.55
EDM,BTS,Manual Admin,1,4.55
EDM,Bayern Münich,Other Channels,1,4.55
EDM,Brasil,Other Channels,1,4.55
EDM,Juventus,Other Channels,1,4.55
EDM,Barcelona,Manual Admin,1,4.55
EDM,España,Other Channels,1,4.55
EDM,PSG,Other Channels,1,4.55
EDM,Apparel,Other Channels,1,4.55
EDM,Élite,Manual Admin,1,4.55
EDM,Portugal,Manual Admin,1,4.55
EDM,Alemania,Other Channels,1,4.55
EDM,Daddy Yankee,Other Channels,1,4.55
EDM,Oriente Petrolero,Other Channels,1,4.55
EDM,Holanda,Other Channels,1,4.55
EDM,Croacia,Manual Admin,1,4.55
EDM,NBA,Other Channels,1,4.55
EDM,Better Call Saul,Other Channels,1,4.55
EDM,Harry Styles,Manual Admin,1,4.55
EDM,Uruguay,Manual Admin,1,4.55
EDM,BTS,Other Channels,1,4.55
EDM,Belgica,Manual Admin,1,4.55
EDM,Francia,Other Channels,1,4.55
EDM,River Plate,Other Channels,1,4.55
EDM,Breaking Bad Universe,Manual Admin,1,4.55
EDM,Liverpool,Manual Admin,1,4.55
EDM,Barcelona,Other Channels,1,4.55
EDM,Formula 1,Manual Admin,1,4.55
EDM,Italia,Other Channels,1,4.55
EDM,Élite,Other Channels,1,4.55
EDM,Portugal,Other Channels,1,4.55
EDM,Bolivia,Other Channels,1,4.55
EDM,Dr. Strange,Manual Admin,1,4.55
EDM,Boca Juniors,Other Channels,1,4.55
EDM,Inglaterra,Manual Admin,1,4.55
EDM,Croacia,Other Channels,1,4.55
EDM,Blackpink,Manual Admin,1,4.55
EDM,Harry Styles,Other Channels,1,4.55
EDM,Uruguay,Other Channels,1,4.55
EDM,Chelsea,Manual Admin,1,4.55
EDM,Manchester United,Other Channels,1,4.55
EDM,Belgica,Other Channels,1,4.55
EDM,Game of Thrones,Manual Admin,1,4.55
EDM,Tenis,Manual Admin,1,4.55
Apparel,River Plate,Manual Admin,4,4.35
Apparel,Barcelona,Online Web,4,4.35
Apparel,Liverpool,Online Web,4,4.35
Apparel,PSG,Online Web,4,4.35
Boca Juniors,Argentina,Manual Admin,4,4.30
Boca Juniors,Barcelona,Point of Sale,4,4.30
Boca Juniors,Manchester United,Point of Sale,4,4.30
Manchester United,Barcelona,Online Web,5,4.10
Manchester United,Juventus,Online Web,5,4.10
Manchester United,PSG,Point of Sale,5,4.10
Manchester United,Apparel,Manual Admin,5,4.10
Manchester United,Inglaterra,Manual Admin,5,4.10
Manchester United,Apparel,Online Web,5,4.10
Manchester United,PSG,Online Web,5,4.10
Tenis,Formula 1,Other Channels,5,4.10
Manchester United,Juventus,Point of Sale,5,4.10
Manchester United,Other Trends,Manual Admin,5,4.10
Manchester United,Barcelona,Manual Admin,5,4.10
Manchester United,Juventus,Manual Admin,5,4.10
River Plate,Chelsea,Manual Admin,3,4.00
River Plate,Francia,Manual Admin,3,4.00
River Plate,EDM,Manual Admin,3,4.00
River Plate,Liverpool,Online Web,3,4.00
River Plate,Boca Juniors,Online Web,3,4.00
River Plate,Oriente Petrolero,Other Channels,3,4.00
River Plate,PSG,Manual Admin,3,4.00
River Plate,Real Madrid,Manual Admin,3,4.00
River Plate,PSG,Online Web,3,4.00
River Plate,Apparel,Other Channels,3,4.00
Bolivia,Francia,Manual Admin,3,3.95
Bolivia,Boca Juniors,Manual Admin,3,3.95
Bolivia,Inglaterra,Manual Admin,3,3.95
Bolivia,Italia,Manual Admin,3,3.95
Bolivia,PSG,Manual Admin,3,3.95
Bolivia,Manchester United,Online Web,3,3.95
Bolivia,Boca Juniors,Online Web,3,3.95
Bolivia,Oriente Petrolero,Point of Sale,3,3.95
Alemania,Uruguay,Point of Sale,1,3.70
Game of Thrones,Belgica,Manual Admin,1,3.70
Game of Thrones,Francia,Manual Admin,1,3.70
Game of Thrones,Uruguay,Manual Admin,1,3.70
Alemania,Better Call Saul,Manual Admin,1,3.70
Alemania,Daddy Yankee,Other Channels,1,3.70
Game of Thrones,Chelsea,Manual Admin,1,3.70
Alemania,Brasil,Point of Sale,1,3.70
Game of Thrones,Barcelona,Online Web,1,3.70
Game of Thrones,España,Online Web,1,3.70
Game of Thrones,River Plate,Online Web,1,3.70
Alemania,Belgica,Online Web,1,3.70
Alemania,Croacia,Other Channels,1,3.70
Alemania,Portugal,Online Web,1,3.70
Game of Thrones,Liverpool,Online Web,1,3.70
Alemania,Apparel,Manual Admin,1,3.70
Alemania,España,Point of Sale,1,3.70
Alemania,Liverpool,Point of Sale,1,3.70
Alemania,Tenis,Point of Sale,1,3.70
Game of Thrones,Argentina,Manual Admin,1,3.70
Game of Thrones,Élite,Manual Admin,1,3.70
Game of Thrones,Real Madrid,Manual Admin,1,3.70
Alemania,Chelsea,Point of Sale,1,3.70
Alemania,Harry Styles,Point of Sale,1,3.70
Alemania,Other Trends,Other Channels,1,3.70
Game of Thrones,Brasil,Manual Admin,1,3.70
Game of Thrones,Juventus,Manual Admin,1,3.70
Alemania,Élite,Point of Sale,1,3.70
Alemania,Tenis,Manual Admin,1,3.70
Game of Thrones,Portugal,Online Web,1,3.70
Alemania,Barcelona,Point of Sale,1,3.70
Alemania,Game of Thrones,Point of Sale,1,3.70
Game of Thrones,Inglaterra,Online Web,1,3.70
Alemania,Boca Juniors,Other Channels,1,3.70
Alemania,EDM,Point of Sale,1,3.70
Game of Thrones,Alemania,Online Web,1,3.70
Game of Thrones,Dr. Strange,Online Web,1,3.70
Alemania,BTS,Manual Admin,1,3.70
Alemania,Francia,Point of Sale,1,3.70
Alemania,NBA,Point of Sale,1,3.70
Game of Thrones,Holanda,Manual Admin,1,3.70
Alemania,Blackpink,Other Channels,1,3.70
Alemania,Dr. Strange,Point of Sale,1,3.70
Alemania,Real Madrid,Manual Admin,1,3.70
Game of Thrones,Daddy Yankee,Manual Admin,1,3.70
Game of Thrones,Other Trends,Manual Admin,1,3.70
Game of Thrones,Belgica,Online Web,1,3.70
Game of Thrones,Francia,Online Web,1,3.70
Game of Thrones,Uruguay,Online Web,1,3.70
Alemania,Better Call Saul,Other Channels,1,3.70
Alemania,Daddy Yankee,Point of Sale,1,3.70
Alemania,Inglaterra,Point of Sale,1,3.70
Alemania,PSG,Online Web,1,3.70
Game of Thrones,Chelsea,Online Web,1,3.70
Alemania,Argentina,Online Web,1,3.70
Alemania,Breaking Bad Universe,Manual Admin,1,3.70
Alemania,Formula 1,Point of Sale,1,3.70
Game of Thrones,Bayern Münich,Manual Admin,1,3.70
Game of Thrones,Formula 1,Manual Admin,1,3.70
Game of Thrones,Tenis,Manual Admin,1,3.70
Alemania,Croacia,Point of Sale,1,3.70
Alemania,Holanda,Point of Sale,1,3.70
Alemania,Portugal,Other Channels,1,3.70
Game of Thrones,BTS,Manual Admin,1,3.70
Game of Thrones,Manchester United,Manual Admin,1,3.70
Alemania,Apparel,Other Channels,1,3.70
Alemania,Brasil,Online Web,1,3.70
Alemania,Uruguay,Manual Admin,1,3.70
Game of Thrones,Argentina,Online Web,1,3.70
Game of Thrones,Élite,Online Web,1,3.70
Game of Thrones,Real Madrid,Online Web,1,3.70
Alemania,Bayern Münich,Point of Sale,1,3.70
Alemania,Croacia,Manual Admin,1,3.70
Alemania,Other Trends,Point of Sale,1,3.70
Game of Thrones,Brasil,Online Web,1,3.70
Game of Thrones,Juventus,Online Web,1,3.70
Alemania,España,Manual Admin,1,3.70
Alemania,Liverpool,Online Web,1,3.70
Alemania,Tenis,Online Web,1,3.70
Alemania,Chelsea,Online Web,1,3.70
Alemania,Harry Styles,Manual Admin,1,3.70
Alemania,Oriente Petrolero,Point of Sale,1,3.70
Game of Thrones,Bolivia,Manual Admin,1,3.70
Game of Thrones,Italia,Manual Admin,1,3.70
Alemania,Boca Juniors,Point of Sale,1,3.70
Alemania,Élite,Manual Admin,1,3.70
Alemania,Juventus,Other Channels,1,3.70
Alemania,River Plate,Other Channels,1,3.70
Game of Thrones,EDM,Manual Admin,1,3.70
Alemania,Barcelona,Online Web,1,3.70
Alemania,BTS,Other Channels,1,3.70
Alemania,Game of Thrones,Manual Admin,1,3.70
Game of Thrones,Holanda,Online Web,1,3.70
Alemania,Blackpink,Point of Sale,1,3.70
Alemania,EDM,Manual Admin,1,3.70
Alemania,Italia,Point of Sale,1,3.70
Alemania,Real Madrid,Other Channels,1,3.70
Game of Thrones,Other Trends,Online Web,1,3.70
Alemania,NBA,Manual Admin,1,3.70
Alemania,Better Call Saul,Point of Sale,1,3.70
Alemania,Dr. Strange,Manual Admin,1,3.70
Alemania,Argentina,Other Channels,1,3.70
Alemania,Breaking Bad Universe,Other Channels,1,3.70
Alemania,Francia,Manual Admin,1,3.70
Game of Thrones,Bayern Münich,Online Web,1,3.70
Game of Thrones,Formula 1,Online Web,1,3.70
Game of Thrones,Tenis,Online Web,1,3.70
Alemania,Belgica,Point of Sale,1,3.70
Alemania,Daddy Yankee,Manual Admin,1,3.70
Alemania,Inglaterra,Manual Admin,1,3.70
Alemania,Portugal,Point of Sale,1,3.70
Game of Thrones,BTS,Online Web,1,3.70
Game of Thrones,Manchester United,Online Web,1,3.70
Alemania,Apparel,Point of Sale,1,3.70
Alemania,Brasil,Other Channels,1,3.70
Alemania,Uruguay,Other Channels,1,3.70
Game of Thrones,Barcelona,Manual Admin,1,3.70
Game of Thrones,España,Manual Admin,1,3.70
Game of Thrones,River Plate,Manual Admin,1,3.70
Alemania,Belgica,Manual Admin,1,3.70
